발생일시,관할해경서,발생해역,발생유형,발생원인,기상,사고선박수,구조인원,부상인원,사망인원,사고위치,위도,경도,선종,톤수,geometry
2016-10-22 11:13,보령,항계내,기관손상,정비불량,양호,1.0,11.0,0.0,0.0,보령시 오천면 원산도 인근해상,36.36666666666667,126.46666666666667,낚시어선,4.99,POINT (126.46666666666667 36.36666666666667)
2016-10-22 10:30,군산,영해,안전저해,운항부주의,양호,1.0,19.0,0.0,0.0,군산시 옥도면 십이동파도 서방 0.2해리,36.0,126.21666666666667,낚시어선,8.55,POINT (126.21666666666667 36)
2016-10-22 10:01,보령,항계내,추진기손상,정비불량,양호,1.0,2.0,0.0,0.0,보령시 오천면 오천항 입구 해상,36.416666666666664,126.5,고무보트,0.5,POINT (126.5 36.416666666666664)
2016-10-22 04:40,완도,영해,안전저해,관리소홀,양호,1.0,8.0,0.0,0.0,완도군 여서도 서방 3해리,33.963055555555556,126.855,어선,59.0,POINT (126.855 33.963055555555556)
2016-10-21 17:37,제주,영해,기관손상,정비불량,풍랑주의보,1.0,6.0,0.0,0.0,청도 서방 0.1해리,33.88333333333333,126.26666666666667,어선,15.0,POINT (126.26666666666667 33.88333333333333)
2016-10-21 17:00,포항,영해,안전저해,운항부주의,양호,1.0,11.0,0.0,0.0,경북 포항시 호미곶 북방 4해리,36.13333333333333,129.56666666666666,어선,40.0,POINT (129.56666666666666 36.13333333333333)
2016-10-21 12:54,제주,항계내,충돌,기상악화,풍랑주의보,2.0,2.0,0.0,0.0,애월항 내,33.46666666666667,126.31944444444444,예부선,625.0,POINT (126.31944444444444 33.46666666666667)
2016-10-21 11:59,동해,영해-EEZ,충돌,운항부주의,풍랑주의보,2.0,33.0,0.0,0.0,울릉 북방 14해리,37.78333333333333,131.0,화물선,60379.0,POINT (131 37.78333333333333)
2016-10-21 10:00,포항,항계내,인명사상,운항부주의,양호,1.0,1.0,1.0,0.0,경북 포항시 구룡포항 냉동창고 앞,35.98583333333333,129.55194444444444,어선,69.0,POINT (129.55194444444444 35.98583333333333)
2016-10-21 06:36,평택,영해,충돌,운항부주의,양호,2.0,33.0,0.0,0.0,인천광역시 옹진군 울도 남서방 약 9해리,36.876666666666665,125.91972222222222,어선,70.0,POINT (125.91972222222222 36.876666666666665)
2016-10-21 06:00,서귀포,영해-EEZ,인명사상,기타,양호,1.0,0.0,0.0,1.0,서귀포항 남방 13해리(33-00N 126-33N),33.0,126.55,어선,62.0,POINT (126.55 33)
2016-10-20 18:47,완도,영해,기관손상,정비불량,양호,1.0,8.0,0.0,0.0,완도군 여서도 북동방 4.4해리,34.016666666666666,127.0,어선,28.0,POINT (127 34.016666666666666)
2016-10-20 17:00,통영,영해,기관손상,정비불량,양호,1.0,9.0,0.0,0.0,통영시 홍도 북서방 0.9해리 해상,34.55083333333334,128.71833333333333,낚시어선,6.66,POINT (128.71833333333333 34.55083333333334)
2016-10-20 16:20,포항,영해,충돌,운항부주의,양호,2.0,9.0,3.0,0.0,경북 울진 죽변항 북동 1.5해리 해상,37.083333333333336,129.41666666666666,어선,29.0,POINT (129.41666666666666 37.083333333333336)
2016-10-20 15:38,평택,협수로,해양오염,관리소홀,양호,1.0,0.0,0.0,0.0,충남 당진시 석문방조제 마섬포구 앞 해상,37.04388888888889,126.5513888888889,어선,2.41,POINT (126.5513888888889 37.04388888888889)
2016-10-20 15:30,통영,항계내,좌초,운항부주의,양호,1.0,1.0,0.0,0.0,고성군 삼산면 포교마을 앞 해상,34.9,128.26666666666668,어선,2.6,POINT (128.26666666666668 34.9)
2016-10-20 15:27,제주,영해,인명사상,기타,양호,1.0,1.0,1.0,0.0,제주항 북동방 5해리,33.583333333333336,126.58333333333333,어선,72.0,POINT (126.58333333333333 33.583333333333336)
2016-10-20 12:01,속초,영해,안전저해,기상악화,황천5급,1.0,6.0,0.0,0.0,속초시 장사동 동방 0.2해리 해상,38.21666666666667,128.58333333333334,낚시어선,6.67,POINT (128.58333333333334 38.21666666666667)
2016-10-20 11:25,창원,영해,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,경남 창원시 백암 북동 0.3마일 해상,35.056666666666665,128.65416666666667,어선,3.26,POINT (128.65416666666667 35.056666666666665)
2016-10-20 10:10,서귀포,항계내,전복,관리소홀,양호,1.0,0.0,0.0,0.0,"모슬포 신도항내(33-16.37N, 126-10.11E)",33.276944444444446,126.16972222222222,모터보트,1.38,POINT (126.16972222222222 33.276944444444446)
2016-10-20 10:04,인천,영해,기관손상,정비불량,양호,1.0,3.0,0.0,0.0,무의도 남동방 1.9해리 해상,37.35,126.45,어선,8.55,POINT (126.45 37.35)
2016-10-20 08:32,평택,협수로,접촉,기상악화,저시정,1.0,1.0,0.0,0.0,경기도 화성시 궁평항 입구 해상,37.18638888888889,126.65694444444445,어선,3.0,POINT (126.65694444444445 37.18638888888889)
2016-10-20 07:55,제주,영해,기관손상,정비불량,양호,1.0,1.0,0.0,0.0,제주항 북방 약 3해리,33.566944444444445,126.5,어선,9.16,POINT (126.5 33.566944444444445)
2016-10-20 06:00,부산,영해,인명사상,운항부주의,양호,1.0,0.0,0.0,1.0,을숙도 대교 아래 해상,35.094166666666666,128.9475,어선,1.11,POINT (128.9475 35.094166666666666)
2016-10-20 03:50,군산,영해,인명사상,기타,저시정,1.0,1.0,1.0,0.0,군산시 어청도 남동 17해리,35.93055555555556,126.24722222222222,어선,21.0,POINT (126.24722222222222 35.93055555555556)
2016-10-20 01:50,포항,영해-EEZ,인명사상,적재불량,양호,1.0,0.0,0.0,0.0,경북 호미곶 동방 85해리,36.1,131.31666666666666,어선,72.0,POINT (131.31666666666666 36.1)
2016-10-19 19:00,포항,영해,안전저해,운항부주의,양호,1.0,13.0,0.0,0.0,경북 구룡포 북동 9해리,36.0,129.73333333333332,어선,29.0,POINT (129.73333333333332 36)
2016-10-19 16:40,포항,영해,안전저해,운항부주의,양호,1.0,11.0,0.0,0.0,경북 구룡포 남동 8.5해리,35.88333333333333,129.66666666666666,어선,32.0,POINT (129.66666666666666 35.88333333333333)
2016-10-19 14:14,군산,협수로,추진기손상,정비불량,양호,1.0,4.0,0.0,0.0,군산시 옥도면 야미도와 소야미도 사이,35.84638888888889,126.48361111111112,모터보트,1.01,POINT (126.48361111111112 35.84638888888889)
2016-10-19 13:04,부산,항계내,추진기손상,정비불량,양호,1.0,2.0,0.0,0.0,영도 굴항 입구 3번 부표 앞 해상,35.089444444444446,129.03277777777777,모터보트,2.9,POINT (129.03277777777777 35.089444444444446)
2016-10-19 10:00,목포,항계내,기관손상,정비불량,양호,1.0,1.0,0.0,0.0,목포시 달리도 인근해상,34.77527777777778,126.31833333333333,어선,1.56,POINT (126.31833333333333 34.77527777777778)
2016-10-19 09:49,보령,영해,좌초,운항부주의,양호,1.0,21.0,0.0,0.0,보령시 호도 동방 1.5해리 해상,36.28333333333333,126.28333333333333,낚시어선,7.93,POINT (126.28333333333333 36.28333333333333)
2016-10-19 09:28,포항,영해,기관손상,정비불량,양호,2.0,4.0,0.0,0.0,경북 울진 오산 북동 3.5해리,36.93333333333333,129.41666666666666,어선,7.93,POINT (129.41666666666666 36.93333333333333)
2016-10-19 09:27,부산,영해,기관손상,정비불량,양호,1.0,1.0,0.0,0.0,"FIX 35-04-28N, 128-55-30E 해상",35.074444444444445,128.925,어선,0.85,POINT (128.925 35.074444444444445)
2016-10-19 06:35,서귀포,영해,안전저해,운항부주의,양호,1.0,18.0,0.0,0.0,제주시 우도 주간명월 부근 해상,33.49027777777778,126.96138888888889,낚시어선,8.55,POINT (126.96138888888889 33.49027777777778)
2016-10-18 17:18,완도,항계내,침수,관리소홀,양호,1.0,1.0,0.0,0.0,진도군 초사리 항내,34.413333333333334,126.33694444444444,어선,7.93,POINT (126.33694444444444 34.413333333333334)
2016-10-18 12:50,창원,영해,키손상,정비불량,양호,1.0,1.0,0.0,0.0,경남 거제시 사근서 동방 약 1.5마일 해상,35.03638888888889,128.7686111111111,모터보트,1.02,POINT (128.7686111111111 35.03638888888889)
2016-10-18 12:48,속초,영해,전복,적재불량,양호,1.0,1.0,1.0,0.0,전복선박,37.86666666666667,128.85,어선,0.68,POINT (128.85 37.86666666666667)
2016-10-18 12:10,군산,영해,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,군산시 옥도면 무녀도 남방 1해리,35.766666666666666,126.43333333333334,어선,1.01,POINT (126.43333333333334 35.766666666666666)
2016-10-18 10:30,여수,영해,화재,화기취급부주의,양호,1.0,8.0,0.0,0.0,고흥군 외나로도 남서방 약 5해리,34.38111111111111,127.39083333333333,어선,9.77,POINT (127.39083333333333 34.38111111111111)
2016-10-18 10:10,목포,협수로,키손상,정비불량,양호,1.0,4.0,0.0,0.0,신안군 상수치도 북방 0.3해리,34.766666666666666,126.01666666666667,어선,9.77,POINT (126.01666666666667 34.766666666666666)
2016-10-18 07:07,창원,항계내,침수,관리소홀,양호,1.0,0.0,0.0,0.0,경남 창원시 마산항 4부두,35.202222222222225,128.59333333333333,예부선,150.0,POINT (128.59333333333333 35.202222222222225)
2016-10-18 02:07,통영,항계내,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,통영시 동호항 남서방 0.7해리 해상,34.83222222222222,128.4638888888889,어선,2.42,POINT (128.4638888888889 34.83222222222222)
2016-10-17 15:17,제주,영해,운항저해,연료고갈,양호,1.0,2.0,0.0,0.0,제주시 삼도2동 라마다 호텔 앞 300m 해상,33.52111111111111,126.51861111111111,모터보트,1.0,POINT (126.51861111111111 33.52111111111111)
2016-10-17 14:00,서귀포,영해-EEZ,안전저해,운항부주의,양호,1.0,4.0,0.0,0.0,서귀포 남동방 43해리,32.55,126.8,어선,9.77,POINT (126.8 32.55)
2016-10-17 11:20,부산,항계내,침수,관리소홀,양호,1.0,0.0,0.0,0.0,영도 봉래동 물량장 대일창고 부근 계류지,35.09583333333333,129.0413888888889,예부선,136.0,POINT (129.0413888888889 35.09583333333333)
2016-10-17 11:00,서귀포,공해,인명사상,기타,양호,1.0,1.0,0.0,0.0,서귀포 남방 240해리,29.233333333333334,125.58333333333333,어선,51.0,POINT (125.58333333333333 29.233333333333334)
2016-10-17 10:49,태안,영해,좌초,운항부주의,양호,1.0,7.0,0.0,0.0,충남 태안군 모항항 남방 1.2해리,36.763333333333335,126.12666666666667,어선,24.0,POINT (126.12666666666667 36.763333333333335)
2016-10-16 23:03,제주,영해-EEZ,화재,화기취급부주의,양호,1.0,10.0,0.0,0.0,차귀도 남서방 54해리,32.53333333333333,125.58333333333333,어선,75.0,POINT (125.58333333333333 32.53333333333333)
2016-10-16 18:30,군산,영해,좌초,운항부주의,양호,1.0,2.0,0.0,0.0,군산시 개야도 북방 0.1해리,36.04805555555556,126.55222222222223,어선,7.93,POINT (126.55222222222223 36.04805555555556)
2016-10-16 14:02,동해,영해,추진기손상,정비불량,양호,1.0,3.0,0.0,0.0,삼척 궁촌항 인근,37.333333333333336,129.26666666666668,고무보트,0.9,POINT (129.26666666666668 37.333333333333336)
2016-10-16 13:00,평택,영해,침수,운항부주의,양호,1.0,5.0,0.0,0.0,충남 당진시 송산면 가곡리 해상,37.03888888888889,126.6588888888889,모터보트,0.0,POINT (126.6588888888889 37.03888888888889)
2016-10-16 12:43,군산,항계내,안전저해,운항부주의,양호,1.0,16.0,0.0,0.0,군산시 북방파제 북동 1.5해리,35.995555555555555,126.51694444444445,낚시어선,9.77,POINT (126.51694444444445 35.995555555555555)
2016-10-16 09:50,군산,항계내,키손상,정비불량,양호,1.0,13.0,0.0,0.0,군산시 어청도 남동 25해리,35.97083333333333,126.47194444444445,낚시어선,9.77,POINT (126.47194444444445 35.97083333333333)
2016-10-16 07:47,평택,영해,인명사상,기타,양호,1.0,1.0,0.0,0.0,경기도 입파도 묘박지,37.12416666666667,126.53888888888889,화물선,2296.0,POINT (126.53888888888889 37.12416666666667)
2016-10-16 07:30,동해,항계내,침수,관리소홀,양호,1.0,0.0,0.0,0.0,임원 신남항 내,37.26722222222222,129.33055555555555,어선,6.67,POINT (129.33055555555555 37.26722222222222)
2016-10-15 20:06,보령,항계내,좌초,운항부주의,양호,1.0,2.0,0.0,0.0,보령시 대천항 북방 3.5해리,36.38166666666667,126.48027777777777,어선,4.2,POINT (126.48027777777777 36.38166666666667)
2016-10-15 20:04,창원,항계내,기타,관리소홀,양호,1.0,0.0,0.0,0.0,경남 창원시 마산합포구 구산면 심리 소재 나리네 장어구이 식당 앞 해상,35.075833333333335,128.6025,어선,2.28,POINT (128.6025 35.075833333333335)
2016-10-15 19:48,동해,영해-EEZ,안전저해,운항부주의,양호,1.0,0.0,0.0,0.0,삼척 동방 30해리,37.43333333333333,129.83333333333334,어선,39.0,POINT (129.83333333333334 37.43333333333333)
2016-10-15 18:39,창원,항계내,안전저해,운항부주의,양호,1.0,2.0,0.0,0.0,부산시 가덕도 동선항 기도원 앞 해상,35.038333333333334,128.85083333333333,모터보트,0.3,POINT (128.85083333333333 35.038333333333334)
2016-10-15 15:57,보령,협수로,침수,정비불량,양호,1.0,18.0,0.0,0.0,충남 태안군 안면은 안면도 영목항 남서방 1해리,36.391666666666666,126.40444444444445,낚시어선,7.93,POINT (126.40444444444445 36.391666666666666)
2016-10-15 11:32,여수,영해,침수,운항부주의,양호,1.0,18.0,0.0,0.0,여수시 가막만 소경도 남동방 2해리,34.70027777777778,127.7136111111111,낚시어선,8.85,POINT (127.7136111111111 34.70027777777778)
2016-10-15 09:40,평택,영해,충돌,운항부주의,양호,2.0,17.0,1.0,0.0,충남 당진시 마섬포구 북동방 0.4해리 해상,37.02972222222222,126.58555555555556,낚시어선,7.93,POINT (126.58555555555556 37.02972222222222)
2016-10-15 09:28,군산,영해,운항저해,정비불량,양호,1.0,4.0,0.0,0.0,군산시 옥도면 횡경도 남방 0.5해리,35.854166666666664,126.42305555555555,모터보트,0.5,POINT (126.42305555555555 35.854166666666664)
2016-10-15 09:06,태안,영해,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,충남 태안군 영목항 인근해상,36.400555555555556,126.42777777777778,고무보트,0.0,POINT (126.42777777777778 36.400555555555556)
2016-10-15 08:38,통영,영해,안전저해,운항부주의,양호,1.0,2.0,0.0,0.0,통영시 한산도 소혈도 남방 0.7해리,34.765,128.46444444444444,어선,2.99,POINT (128.46444444444444 34.765)
2016-10-15 08:05,여수,영해,좌초,운항부주의,양호,1.0,19.0,1.0,0.0,여수시 백야도 동머리 포구 서방 약 100m 갯바위,34.6,127.63333333333334,낚시어선,9.77,POINT (127.63333333333334 34.6)
2016-10-15 06:28,포항,영해,안전저해,운항부주의,양호,1.0,13.0,0.0,0.0,포항시 남구 호미곶 대보1리 남동방 약1해리 해상,36.06138888888889,129.5886111111111,어선,22.0,POINT (129.5886111111111 36.06138888888889)
2016-10-15 01:41,포항,항계내,화재,화기취급부주의,양호,1.0,0.0,0.0,0.0,경북 울진 축산항 내,36.50833333333333,129.44666666666666,어선,4.32,POINT (129.44666666666666 36.50833333333333)
2016-10-14 17:45,통영,영해,추진기손상,정비불량,양호,1.0,2.0,0.0,0.0,남해군 미조면 조도 서방 1해리 해상,34.696666666666665,128.04527777777778,고무보트,0.88,POINT (128.04527777777778 34.696666666666665)
2016-10-14 17:09,태안,영해,화재,화기취급부주의,양호,1.0,9.0,0.0,0.0,충남 태안군 가의도 북서방 12해리,36.833333333333336,125.91666666666667,어선,66.0,POINT (125.91666666666667 36.833333333333336)
2016-10-14 16:22,동해,영해,기관손상,정비불량,양호,1.0,4.0,0.0,0.0,호산 남동방 10해리,37.13777777777778,129.56694444444443,어선,9.77,POINT (129.56694444444443 37.13777777777778)
2016-10-14 10:29,목포,영해,기관손상,정비불량,양호,1.0,3.0,0.0,0.0,영광군 안마도 북서 0.8해리,35.36666666666667,126.0,낚시어선,7.31,POINT (126 35.36666666666667)
2016-10-14 09:20,군산,영해,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,군산시 옥도면 말도 남서 4.5해리,35.83416666666667,126.23333333333333,어선,2.7,POINT (126.23333333333333 35.83416666666667)
2016-10-14 09:10,제주,영해,기관손상,정비불량,양호,1.0,1.0,0.0,0.0,제주시 북촌포구 북방 0.5마일,33.95,126.7,어선,2.35,POINT (126.7 33.95)
2016-10-14 08:28,완도,항계내,침수,관리소홀,양호,1.0,0.0,0.0,0.0,완도군 완도읍 신항만 부두,34.31666666666667,126.765,어선,1.04,POINT (126.765 34.31666666666667)
2016-10-14 07:16,동해,영해,기관손상,정비불량,양호,1.0,4.0,0.0,0.0,덕산동방 10해리 해상,37.35,129.45,어선,21.0,POINT (129.45 37.35)
2016-10-14 02:00,동해,영해-EEZ,기관손상,정비불량,양호,1.0,6.0,0.0,0.0,덕산 동방 30해리,37.38333333333333,129.88333333333333,어선,29.0,POINT (129.88333333333333 37.38333333333333)
2016-10-13 21:40,동해,영해-EEZ,기관손상,정비불량,양호,1.0,11.0,0.0,0.0,호산 동방 26해리,37.25,129.9,어선,54.0,POINT (129.9 37.25)
2016-10-13 19:45,여수,영해,안전저해,운항부주의,양호,1.0,7.0,0.0,0.0,여수시 남면 소리도 남동방 5.5해리,34.336666666666666,127.88194444444444,낚시어선,9.77,POINT (127.88194444444444 34.336666666666666)
2016-10-13 13:50,평택,영해,침수,관리소홀,양호,1.0,0.0,0.0,0.0,경기도 화성시 입파도 동방 1.5해리 해상,37.10305555555556,126.57055555555556,어선,4.98,POINT (126.57055555555556 37.10305555555556)
2016-10-13 13:50,목포,항계내,충돌,운항부주의,양호,2.0,2.0,0.0,0.0,진도군 임회면 서망항내,34.37833333333333,126.11472222222223,어선,9.77,POINT (126.11472222222223 34.37833333333333)
2016-10-13 11:30,속초,영해-EEZ,기관손상,정비불량,양호,1.0,8.0,0.0,0.0,주문진 동방 36해리,38.016666666666666,129.65,어선,9.77,POINT (129.65 38.016666666666666)
2016-10-13 11:01,동해,영해,기관손상,정비불량,양호,1.0,1.0,0.0,0.0,강릉 경포해변 십리바위 북동 방향 2해리 해상,37.8,128.95,어선,1.41,POINT (128.95 37.8)
2016-10-13 09:31,동해,영해,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,임원 남동방 2.5해리,37.213055555555556,129.3972222222222,어선,3.32,POINT (129.3972222222222 37.213055555555556)
2016-10-13 09:11,보령,항계내,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,보령시 소재 다보도 남방 0.1해리해상,36.25,126.46666666666667,어선,7.93,POINT (126.46666666666667 36.25)
2016-10-13 07:24,포항,영해,화재,화기취급부주의,양호,1.0,2.0,0.0,0.0,울진군 평해읍 직산2리 방파제 앞 해상,36.7225,129.475,어선,1.59,POINT (129.475 36.7225)
2016-10-12 21:36,동해,영해-EEZ,기관손상,정비불량,양호,1.0,6.0,0.0,0.0,울릉 북동 26해리,37.86666666666667,131.26666666666668,어선,47.0,POINT (131.26666666666668 37.86666666666667)
2016-10-12 14:40,목포,협수로,좌초,적재불량,양호,1.0,5.0,0.0,0.0,신안군 압해면 효지도 앞 해상,34.90111111111111,126.35027777777778,어선,143.0,POINT (126.35027777777778 34.90111111111111)
2016-10-12 13:30,서귀포,공해,기관손상,정비불량,양호,1.0,9.0,0.0,0.0,서귀포남방 220해리(29-43N 125-36E),29.716666666666665,125.6,어선,29.0,POINT (125.6 29.716666666666665)
2016-10-12 12:40,부산,영해,전복,운항부주의,양호,1.0,1.0,0.0,0.0,청사포 등대 앞 500m 해상,35.15638888888889,129.19555555555556,어선,1.25,POINT (129.19555555555556 35.15638888888889)
2016-10-12 10:00,서귀포,영해,인명사상,기타,양호,1.0,1.0,0.0,0.0,표선 남서방 4.8해리,33.27055555555555,126.77527777777777,어선,203.0,POINT (126.77527777777777 33.27055555555555)
2016-10-12 09:10,통영,영해,좌초,운항부주의,양호,1.0,2.0,0.0,0.0,통영시 도산면 저산리 건대도 남방 0.5해리,34.88444444444445,128.30833333333334,어선,2.99,POINT (128.30833333333334 34.88444444444445)
2016-10-12 07:52,포항,영해,추진기손상,정비불량,양호,1.0,1.0,0.0,0.0,죽변항 북방파제 약 100미터 해상,37.05,129.41666666666666,어선,1.29,POINT (129.41666666666666 37.05)
2016-10-11 19:00,서귀포,영해,기관손상,정비불량,양호,1.0,4.0,0.0,0.0,성산 남동방 12해리,33.361111111111114,127.125,어선,9.77,POINT (127.125 33.361111111111114)
2016-10-11 18:35,통영,영해,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,고성군 삼산면 두포리 군령포 앞 0.2해리 해상,34.916666666666664,128.305,어선,1.1,POINT (128.305 34.916666666666664)
2016-10-11 17:59,목포,항계내,기관손상,정비불량,양호,1.0,1.0,0.0,0.0,신안군 비금면 가산선착장 인근 해상,34.76111111111111,125.99833333333333,어선,1.35,POINT (125.99833333333333 34.76111111111111)
2016-10-11 17:30,통영,영해,기관손상,정비불량,양호,1.0,3.0,0.0,0.0,통영시 한산도 서방 0.5해리 해상,34.7625,128.4575,어선,1.11,POINT (128.4575 34.7625)
2016-10-11 15:02,보령,항계내,기관손상,정비불량,양호,1.0,5.0,0.0,0.0,보령시 오천면 죽도 남방 2.5해리,36.46666666666667,126.43333333333334,낚시어선,3.74,POINT (126.43333333333334 36.46666666666667)
2016-10-11 14:15,동해,영해,키손상,정비불량,양호,1.0,2.0,0.0,0.0,궁촌 해경수련원 앞 해안가로부터 150미터 앞해상,37.31666666666667,129.26666666666668,고무보트,0.9,POINT (129.26666666666668 37.31666666666667)
2016-10-11 12:28,완도,영해,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,보길도 서방 2.5해리,34.168055555555554,126.4525,어선,4.99,POINT (126.4525 34.168055555555554)
2016-10-11 11:20,평택,영해,추진기손상,정비불량,양호,1.0,1.0,0.0,0.0,경기도 화성시 국화도 북방 1해리 인근해상,37.08694444444444,126.5375,고무보트,0.0,POINT (126.5375 37.08694444444444)
2016-10-11 11:11,평택,영해,추진기손상,정비불량,양호,1.0,3.0,0.0,0.0,경기도 화성시 국화도 북서방 약 1해리 해상,37.0775,126.53666666666666,모터보트,0.6,POINT (126.53666666666666 37.0775)
2016-10-11 08:38,서귀포,영해,키손상,정비불량,양호,1.0,5.0,0.0,0.0,성산 남방 4.5해리,33.4,126.96944444444445,어선,9.77,POINT (126.96944444444445 33.4)
2016-10-10 16:54,제주,영해,기관손상,정비불량,양호,1.0,4.0,0.0,0.0,제주시 용담포구 북서방 0.3해리,33.516666666666666,126.5,낚시어선,3.3,POINT (126.5 33.516666666666666)
2016-10-10 14:50,제주,영해,안전저해,운항부주의,양호,1.0,1.0,0.0,0.0,제주시 김녕항 북방 1마일,33.583333333333336,126.65,어선,4.09,POINT (126.65 33.583333333333336)
2016-10-10 14:21,평택,영해,기관손상,정비불량,양호,1.0,1.0,0.0,0.0,경기 안산시 단원구 풍도동 소재 미육도 남방 0.5마일 해상,37.07055555555556,126.475,어선,9.16,POINT (126.475 37.07055555555556)
2016-10-10 13:54,여수,항계내,침수,운항부주의,양호,1.0,1.0,0.0,0.0,여수시 대경도 선착장 앞 약 200m 해상,34.72388888888889,127.7225,어선,1.61,POINT (127.7225 34.72388888888889)
2016-10-10 13:50,여수,영해,기관손상,정비불량,양호,1.0,1.0,0.0,0.0,고흥군 시산도 남서방 3.6해리,34.33305555555555,127.22611111111111,어선,5.99,POINT (127.22611111111111 34.33305555555555)
2016-10-10 11:26,평택,영해,침수,정비불량,양호,1.0,6.0,0.0,0.0,경기 화성시 입파도 동방 1.3마일 해상,37.12638888888889,126.56944444444444,낚시어선,9.77,POINT (126.56944444444444 37.12638888888889)
2016-10-10 08:17,평택,영해-EEZ,기관손상,정비불량,양호,1.0,418.0,0.0,0.0,인천시 옹진군 백아도 서방 약 52해리 해상,37.13333333333333,124.85,여객선,26463.0,POINT (124.85 37.13333333333333)
2016-10-10 03:05,속초,영해,충돌,운항부주의,양호,2.0,4.0,1.0,0.0,주문진항 영진방파제 북동방 0.2해리,37.86666666666667,128.85,어선,4.98,POINT (128.85 37.86666666666667)
2016-10-09 19:22,부산,영해,기관손상,정비불량,양호,1.0,2.0,0.0,0.0,부산 다대포 해수욕장 남서방 약 1해리 해상,35.03472222222222,128.95111111111112,어선,1.99,POINT (128.95111111111112 35.03472222222222)
2016-10-09 17:55,창원,항계내,침수,관리소홀,양호,1.0,0.0,0.0,0.0,경남 창원시 진해구 소재 수도 남방 약500m 앞 해상,35.08416666666667,128.7422222222222,기타,0.5,POINT (128.7422222222222 35.08416666666667)
2016-10-09 11:12,부산,항계내,침수,관리소홀,양호,1.0,2.0,0.0,0.0,부산 남외항 N-1 묘박지,35.08166666666666,129.04111111111112,어선,2.11,POINT (129.04111111111112 35.08166666666666)
2016-10-09 10:22,목포,항계내,전복,기상악화,황천5급,1.0,2.0,0.0,0.0,영암군 삼호중공업 돌핀부두 앞 해상,34.73833333333333,126.36722222222222,어선,0.0,POINT (126.36722222222222 34.73833333333333)
2016-10-09 08:26,포항,영해,추진기손상,정비불량,양호,1.0,2.0,0.0,0.0,경주시 대본리 전망대횟집 앞 0.5해리,35.75055555555556,129.50472222222223,고무보트,0.5,POINT (129.50472222222223 35.75055555555556)
2016-10-09 03:12,목포,항계내,기관손상,정비불량,양호,1.0,7.0,0.0,0.0,영암군 쌍용부두 앞 해상,34.772777777777776,126.39277777777778,낚시어선,4.03,POINT (126.39277777777778 34.772777777777776)
2016-10-09 02:41,목포,항계내,침몰,관리소홀,풍랑주의보,1.0,2.0,0.0,0.0,신안군 흑산면 예리항내,34.68333333333333,125.43333333333334,예부선,38.0,POINT (125.43333333333334 34.68333333333333)
2016-10-08 19:02,목포,항계내,좌초,운항부주의,양호,1.0,7.0,0.0,0.0,목포시 평화광장 인근 등대,34.79472222222222,126.43111111111111,낚시어선,2.21,POINT (126.43111111111111 34.79472222222222)
2016-10-08 15:30,평택,영해,추진기손상,정비불량,황천5급,1.0,6.0,0.0,0.0,경기도 화성시 입파도 동방 0.9해리 해상,37.10888888888889,126.56055555555555,모터보트,3.0,POINT (126.56055555555555 37.10888888888889)
2016-10-08 11:50,군산,항계내,기관손상,정비불량,양호,1.0,13.0,0.0,0.0,군산항 북방파제 남방 0.5해리,35.985277777777775,126.49833333333333,낚시어선,6.57,POINT (126.49833333333333 35.985277777777775)
2016-10-08 10:23,군산,영해,인명사상,기타,양호,1.0,1.0,1.0,0.0,군산시 옥도면 연도 북서방 9.5해리,36.10805555555555,126.3,어선,9.77,POINT (126.3 36.10805555555555)
2016-10-08 10:20,평택,영해,기관손상,정비불량,양호,1.0,17.0,0.0,0.0,화성시 서신면 백미리 도리도 남동방 약 0.7해리,37.106944444444444,126.6175,낚시어선,7.93,POINT (126.6175 37.106944444444444)
2016-10-08 06:40,제주,영해,기관손상,정비불량,양호,1.0,6.0,0.0,0.0,제주항 북동 7해리 해상,33.6,126.61666666666666,어선,9.77,POINT (126.61666666666666 33.6)
2016-10-08 02:10,목포,항계내,접촉,운항부주의,양호,1.0,5.0,5.0,0.0,목포대교 인근 해상(목포항 11호 등부표),34.778333333333336,126.36138888888888,낚시어선,1.98,POINT (126.36138888888888 34.778333333333336)
2016-10-07 21:30,제주,영해-EEZ,인명사상,기타,황천5급,1.0,1.0,1.0,0.0,차귀도 남서방 59해리,33.004444444444445,125.04166666666667,어선,148.0,POINT (125.04166666666667 33.004444444444445)
2016-10-07 19:41,보령,영해,인명사상,기타,양호,1.0,0.0,0.0,1.0,보령시 오천면 추도 북방 약 0.5해리 해상,36.3,126.28333333333333,어선,2.93,POINT (126.28333333333333 36.3)
2016-10-07 19:33,제주,영해,안전저해,운항부주의,양호,1.0,13.0,0.0,0.0,추자도 남서방 20해리,33.833333333333336,125.88333333333334,어선,29.0,POINT (125.88333333333334 33.833333333333336)
