발생일시,관할해경서,발생해역,발생유형,발생원인,기상,사고선박수,구조인원,부상인원,사망인원,사고위치,위도,경도,선종,톤수,geometry
2012-01-08 18:20,여수,영해,표류,운항부주의,양호,1.0,2.0,0.0,0.0,여수시 신월동 안목도 인근해상,34.70111111111111,127.68805555555555,어선,4.97,POINT (127.68805555555555 34.70111111111111)
2012-01-08 16:10,여수,영해,표류,연료고갈,양호,1.0,5.0,0.0,0.0,여수시 돌산읍 항대도 인근해상,34.63333333333333,127.7,낚시어선,2.97,POINT (127.7 34.63333333333333)
2012-01-08 13:54,목포,협수로,기관고장,관리소홀,양호,1.0,1.0,0.0,0.0,전남 신안군 증도 남서 0.8마일,34.93333333333333,126.1,어선,7.93,POINT (126.1 34.93333333333333)
2012-01-07 07:50,울산,영해-EEZ,표류,기타,풍랑주의보,1.0,5.0,0.0,0.0,부산 대변 동방 41마일,35.06666666666667,130.05,어선,29.0,POINT (130.05 35.06666666666667)
2012-01-07 06:00,서귀포,영해-EEZ,추진기장애,정비불량,황천5급,1.0,9.0,0.0,0.0,"서귀포 남동 40마일(32-42N, 127-01E)",32.7,127.01666666666667,어선,29.0,POINT (127.01666666666667 32.7)
2012-01-06 23:57,통영,항계내,기타,운항부주의,양호,2.0,7.0,0.0,0.0,창원시 진해구 웅도 남동방 1마일 해상,35.05083333333334,128.73333333333332,기타,494.0,POINT (128.73333333333332 35.05083333333334)
2012-01-06 18:37,목포,협수로,기관고장,관리소홀,양호,1.0,8.0,0.0,0.0,전남 목포시 외달도 남방 0.8마일,34.772222222222226,126.29555555555555,어선,69.0,POINT (126.29555555555555 34.772222222222226)
2012-01-06 17:41,목포,항계내,화재,화기취급부주의,저시정,1.0,2.0,0.0,0.0,전남 진도군 조도면 동구리 섬등포 앞 50미터 해상,34.31944444444444,126.025,어선,4.97,POINT (126.025 34.31944444444444)
2012-01-06 09:45,동해,영해,기관고장,정비불량,양호,1.0,1.0,0.0,0.0,강릉시 옥계항 동방 약 8마일 해상,37.635,129.21944444444443,어선,7.31,POINT (129.21944444444443 37.635)
2012-01-06 06:30,통영,항계내,기타,운항부주의,양호,2.0,13.0,0.0,0.0,남해군 미조면 미조남항 도선장,34.71472222222222,128.05694444444444,어선,70.0,POINT (128.05694444444444 34.71472222222222)
2012-01-06 05:00,제주,영해,기타,운항부주의,양호,1.0,0.0,0.0,1.0,"33-33.28N, 126-41.45E(제주시 북초 다려도)",33.55777777777778,126.69583333333334,어선,3.04,POINT (126.69583333333334 33.55777777777778)
2012-01-05 19:45,포항,항계내,기관고장,정비불량,양호,1.0,5.0,0.0,0.0,죽변 동방 20마일,36.88333333333333,129.75,어선,9.77,POINT (129.75 36.88333333333333)
2012-01-05 18:00,울산,영해,표류,운항부주의,양호,1.0,1.0,0.0,0.0,울산 울주군 진하해수욕장 앞 해상,35.389722222222225,129.35,모터보트,3.0,POINT (129.35 35.389722222222225)
2012-01-05 14:08,여수,영해,표류,연료고갈,양호,1.0,2.0,0.0,0.0,남해군 대도 남서방 약 4마일 해상,34.62972222222222,127.93555555555555,어선,9.16,POINT (127.93555555555555 34.62972222222222)
2012-01-05 13:12,통영,항계내,추진기장애,운항부주의,양호,1.0,2.0,0.0,0.0,통영시 한산면 소재 추봉도 추원마을 앞 해상,34.776666666666664,128.5311111111111,어선,1.68,POINT (128.5311111111111 34.776666666666664)
2012-01-05 12:04,여수,영해,전복,운항부주의,양호,1.0,0.0,0.0,1.0,여수시 화양면 힛도 방파제앞 해상,34.63194444444444,127.64027777777778,어선,2.9,POINT (127.64027777777778 34.63194444444444)
2012-01-04 04:00,울산,영해-EEZ,기관고장,정비불량,풍랑주의보,1.0,7.0,0.0,0.0,부산 기장군 대변 동방 33마일,35.06388888888889,129.89444444444445,어선,53.0,POINT (129.89444444444445 35.06388888888889)
2012-01-04 03:00,포항,영해-EEZ,추진기장애,운항부주의,풍랑주의보,1.0,11.0,0.0,0.0,감포 동방 115마일,35.833333333333336,131.83333333333334,어선,79.0,POINT (131.83333333333334 35.833333333333336)
2012-01-03 13:00,인천,협수로,추진기장애,운항부주의,양호,1.0,24.0,0.0,0.0,영흥도 남방 약 2.5마일,37.18333333333333,126.43333333333334,여객선,54.0,POINT (126.43333333333334 37.18333333333333)
2012-01-03 10:36,인천,협수로,추진기장애,운항부주의,양호,1.0,24.0,0.0,0.0,영흥도 남방 약 2.5마일,37.18333333333333,126.43333333333334,여객선,54.0,POINT (126.43333333333334 37.18333333333333)
2012-01-03 08:40,통영,항계내,기타,운항부주의,양호,2.0,44.0,0.0,0.0,경남 통영시 한선면 매물도 옆 등가도 남방 약 1마일 해상,34.605555555555554,128.6,낚시어선,9.77,POINT (128.6 34.605555555555554)
2012-01-03 03:46,동해,항계내,화재,관리소홀,양호,1.0,0.0,0.0,0.0,묵호항내 수협 위판장 앞 부두,37.55166666666667,129.11555555555555,어선,9.77,POINT (129.11555555555555 37.55166666666667)
2012-01-02 16:45,부산,영해,침수,기타,황천5급,1.0,2.0,0.0,0.0,북형제도 2.7마일 해상,34.916666666666664,128.91666666666666,예부선,46.0,POINT (128.91666666666666 34.916666666666664)
2012-01-02 13:20,통영,항계내,기관고장,연료고갈,양호,1.0,2.0,0.0,0.0,창원 마산합포구 돝섬 인근해상,35.18972222222222,128.5861111111111,기타,1.0,POINT (128.5861111111111 35.18972222222222)
2012-01-02 06:00,부산,영해,추진기장애,운항부주의,태풍주의보,1.0,2.0,0.0,0.0,태종대 동방 40마일,35.91388888888889,129.89444444444445,어선,29.0,POINT (129.89444444444445 35.91388888888889)
2012-01-02 00:15,울산,영해-EEZ,기관고장,정비불량,황천4급,1.0,3.0,0.0,0.0,울산 울주군 간절곶 동방 46마일,35.4,130.3,어선,29.0,POINT (130.3 35.4)
2012-01-01 16:30,서귀포,영해-EEZ,기관고장,정비불량,풍랑주의보,1.0,5.0,0.0,0.0,서귀포 남동방 40마일,32.61666666666667,126.85,어선,9.16,POINT (126.85 32.61666666666667)
2012-01-01 15:20,인천,협수로,침수,정비불량,양호,1.0,66.0,0.0,0.0,옹진군 자월도 북방 1.3마일,37.2925,126.27444444444444,여객선,226.0,POINT (126.27444444444444 37.2925)
2012-01-01 13:00,군산,영해,기타,기상악화,풍랑주의보,1.0,4.0,0.0,0.0,전북 군산시 옥도면 고군산군도 방축도 남방 300야드,35.833333333333336,16.366666666666667,예부선,149.0,POINT (16.366666666666667 35.833333333333336)
2012-01-01 11:00,서귀포,영해-EEZ,기관고장,정비불량,황천5급,1.0,8.0,0.0,0.0,지귀도 남동방 14M'(33-02.30N 126-49.50E),33.041666666666664,126.83055555555555,어선,29.0,POINT (126.83055555555555 33.041666666666664)
2012-01-01 10:00,동해,영해,기관고장,정비불량,양호,1.0,1.0,0.0,0.0,강원도 삼척시 임원항 동방 약 5마일 해상,37.21666666666667,129.41666666666666,어선,2.41,POINT (129.41666666666666 37.21666666666667)
2013-12-31 13:30,평택,항계내,추진기장애,운항부주의,양호,1.0,4.0,0.0,0.0,경기 화성시 우정읍 입파도 인근해상,37.11666666666667,126.46666666666667,어선,7.93,POINT (126.46666666666667 37.11666666666667)
2013-12-31 05:50,완도,영해,화재,기타,양호,1.0,0.0,0.0,0.0,완도군 완도읍 완도항(2부두),34.32527777777778,126.75,어선,46.0,POINT (126.75 34.32527777777778)
2013-12-30 23:00,제주,영해,기관고장,정비불량,황천4급,1.0,10.0,0.0,0.0,한림북서방 20해리(33-43N 126-05E),33.71666666666667,126.08333333333333,어선,23.0,POINT (126.08333333333333 33.71666666666667)
2013-12-30 19:40,울산,영해,좌주,운항부주의,양호,1.0,6.0,0.0,0.0,무림PNP 앞 해상,35.42027777777778,129.3736111111111,유조선,498.0,POINT (129.3736111111111 35.42027777777778)
2013-12-30 05:45,군산,영해,좌초,운항부주의,양호,1.0,7.0,0.0,0.0,충남 서천군 홍원항 남서방 1해리 해상,36.15,126.46666666666667,어선,29.0,POINT (126.46666666666667 36.15)
2013-12-29 12:22,통영,영해,기타,기타,황천5급,1.0,0.0,0.0,2.0,통영시 욕지도 서방 유동해변 인근 해상,34.618611111111115,128.2422222222222,어선,2.97,POINT (128.2422222222222 34.618611111111115)
2013-12-29 06:25,완도,영해,충돌,운항부주의,양호,2.0,19.0,2.0,0.0,장흥군 노력도 여객선터미널 남방 500m,34.43833333333333,126.9661111111111,어선,1.01,POINT (126.9661111111111 34.43833333333333)
2013-12-29 05:30,군산,영해-EEZ,충돌,운항부주의,양호,2.0,24.0,0.0,0.0,전북 군산시 어청도 남서방 20해리,35.53333333333333,125.68333333333334,화물선,6290.0,POINT (125.68333333333334 35.53333333333333)
2013-12-29 02:15,부산,영해-EEZ,충돌,운항부주의,양호,2.0,90.0,0.0,0.0,부산 태종대 남동방 9.2마일 해상,34.99722222222222,129.2513888888889,유조선,29337.0,POINT (129.2513888888889 34.99722222222222)
2013-12-28 20:30,제주,영해,타기고장,정비불량,황천4급,1.0,7.0,0.0,0.0,추자 남동 11해리(33-47N 126-28E),33.78333333333333,126.46666666666667,어선,20.0,POINT (126.46666666666667 33.78333333333333)
2013-12-28 11:50,서귀포,항계내,좌초,운항부주의,황천5급,1.0,180.0,0.0,0.0,마라도 살레덕 선착장(33-07.30N 126-16.19E),33.125,126.27194444444444,유도선,139.0,POINT (126.27194444444444 33.125)
2013-12-28 06:15,통영,영해,충돌,운항부주의,양호,2.0,15.0,0.0,0.0,추도 남동방 0.5마일 해상,34.75,128.31666666666666,어선,485.0,POINT (128.31666666666666 34.75)
2013-12-27 19:20,태안,영해,기관고장,기타,풍랑주의보,1.0,10.0,0.0,0.0,충남 보령시 오천면 외연도 북서방 13해리,36.41916666666667,125.92222222222222,유조선,494.0,POINT (125.92222222222222 36.41916666666667)
2013-12-26 08:00,태안,영해,좌주,운항부주의,양호,1.0,4.0,0.0,0.0,충남 보령시 오천면 석대도 남방 0.5해리 해상,36.242777777777775,126.52055555555556,예부선,112.0,POINT (126.52055555555556 36.242777777777775)
2013-12-26 07:30,제주,영해,기관고장,정비불량,황천5급,1.0,7.0,0.0,0.0,우도 동방 12해리(33-30N 127-13E),33.5,127.21666666666667,어선,9.77,POINT (127.21666666666667 33.5)
2013-12-24 23:44,군산,영해,좌초,운항부주의,양호,1.0,12.0,0.0,0.0,군산 방축도 남방 0.1마일,35.86666666666667,126.4,어선,96.0,POINT (126.4 35.86666666666667)
2013-12-23 14:20,통영,영해,화재,화기취급부주의,양호,1.0,1.0,1.0,0.0,통영시 욕지면 두미도 북서방 2.4해리 해상,34.730555555555554,128.12777777777777,어선,4.99,POINT (128.12777777777777 34.730555555555554)
2013-12-22 21:07,창원,항계내,화재,화기취급부주의,양호,1.0,17.0,0.0,0.0,마산항 4부두 5번선석,35.20194444444444,128.59277777777777,화물선,11473.0,POINT (128.59277777777777 35.20194444444444)
2013-12-22 19:20,창원,항계내,충돌,운항부주의,양호,2.0,6.0,0.0,0.0,마산항 2부두 동방 약 0.1마일 해상,35.195277777777775,128.57638888888889,예부선,214.0,POINT (128.57638888888889 35.195277777777775)
2013-12-22 05:48,여수,항계내,충돌,운항부주의,양호,2.0,36.0,0.0,0.0,여수시 낙포각 LPG 부두 북동방 약 400미터,34.869166666666665,127.76916666666666,화물선,8299.0,POINT (127.76916666666666 34.869166666666665)
2013-12-21 08:30,통영,영해,좌초,운항부주의,황천5급,1.0,1.0,0.0,0.0,통영시 한산면 서좌도 남서방 0.1마일 해상,34.78888888888889,128.50194444444443,어선,4.0,POINT (128.50194444444443 34.78888888888889)
2013-12-20 10:30,인천,항계내,화재,화기취급부주의,양호,1.0,0.0,0.0,0.0,인천광역시 중구 항동 연안부두 남항 미래해운 부두(정박중),37.449444444444445,126.60833333333333,예부선,29.0,POINT (126.60833333333333 37.449444444444445)
2013-12-20 07:28,제주,영해-EEZ,기관고장,연료고갈,풍랑주의보,1.0,16.0,0.0,0.0,제주 차귀도 남서 75해리,32.63333333333333,124.95,화물선,7433.0,POINT (124.95 32.63333333333333)
2013-12-19 16:45,제주,영해,기관고장,정비불량,풍랑주의보,1.0,46.0,0.0,0.0,"제주 추자도 북동방 1.7해리(33-59N, 126-19E)",33.983333333333334,126.31666666666666,어선,4915.0,POINT (126.31666666666666 33.983333333333334)
2013-12-17 16:50,창원,영해,좌초,기상악화,태풍주의보,1.0,6.0,0.0,0.0,부산 강서구 가덕도 동두말-아동섬 인근,34.99388888888889,128.835,낚시어선,3.64,POINT (128.835 34.99388888888889)
2013-12-17 06:43,창원,영해,충돌,운항부주의,양호,2.0,14.0,0.0,0.0,거제시 칠천도 남서방 1.5해리,34.95,128.56666666666666,어선,90.0,POINT (128.56666666666666 34.95)
2013-12-16 16:31,속초,영해-EEZ,타기고장,기타,풍랑주의보,1.0,11.0,0.0,0.0,속초 동방 55마일,38.15,129.75,어선,66.0,POINT (129.75 38.15)
2013-12-16 07:33,부산,영해,추진기장애,운항부주의,양호,1.0,7.0,0.0,0.0,부산 홍도 동방 1.8마일 해상,34.55,128.75,어선,29.0,POINT (128.75 34.55)
2013-12-14 10:55,서귀포,영해-EEZ,추진기장애,운항부주의,양호,1.0,11.0,0.0,0.0,서귀 남서 67해리(32-25.60N 125-38.90E),32.43333333333333,125.65833333333333,어선,89.0,POINT (125.65833333333333 32.43333333333333)
2013-12-13 04:38,서귀포,항계내,좌초,운항부주의,양호,1.0,9.0,0.0,0.0,성산항 북쪽 방파제(33-28.91N 126-55.64E),33.49194444444444,126.93444444444444,어선,94.41,POINT (126.93444444444444 33.49194444444444)
2013-12-12 06:12,울산,영해,충돌,운항부주의,황천5급,2.0,5.0,0.0,0.0,칠암 동방 3.2해리,35.28055555555556,129.3361111111111,어선,3.23,POINT (129.3361111111111 35.28055555555556)
2013-12-10 07:00,포항,영해,좌초,운항부주의,양호,1.0,4.0,0.0,0.0,죽변등대 북쪽 200미터 해상,37.06333333333333,129.42666666666668,어선,21.0,POINT (129.42666666666668 37.06333333333333)
2013-12-10 03:10,포항,영해,타기고장,정비불량,풍랑주의보,1.0,7.0,0.0,0.0,강구 동방 70해리,36.38333333333333,130.83333333333334,어선,87.0,POINT (130.83333333333334 36.38333333333333)
2013-12-09 16:35,제주,영해,좌초,정비불량,풍랑경보,1.0,4.0,1.0,1.0,제주 북동 5마일(조천읍 연안 1.3해리 해상),33.53333333333333,126.61666666666666,어선,9.77,POINT (126.61666666666666 33.53333333333333)
2013-12-08 23:20,동해,영해-EEZ,추진기장애,운항부주의,양호,1.0,10.0,0.0,0.0,독도 동방 26마일,37.21666666666667,132.41666666666666,어선,29.0,POINT (132.41666666666666 37.21666666666667)
2013-12-08 22:10,목포,영해-EEZ,충돌,운항부주의,양호,2.0,24.0,0.0,0.0,전남 신안군 홍도 북서방 44해리,34.86666666666667,124.28333333333333,화물선,3850.0,POINT (124.28333333333333 34.86666666666667)
2013-12-07 11:15,태안,영해,전복,적재불량,양호,1.0,2.0,0.0,0.0,충남 태안군 안면도 나치도 인근 해상,36.513333333333335,126.21111111111111,어선,3.67,POINT (126.21111111111111 36.513333333333335)
2013-12-03 14:05,여수,영해,충돌,운항부주의,양호,2.0,6.0,3.0,0.0,여수시 개도 월항리 북동방 0.3해리,34.57416666666666,127.69972222222222,어선,1.86,POINT (127.69972222222222 34.57416666666666)
2013-12-03 08:30,서귀포,EEZ 30마일 이내,추진기장애,정비불량,양호,1.0,2.0,0.0,0.0,"이어도 남서방 2해리(32-06.03N, 125-09.62E)",32.100833333333334,126.16722222222222,요트,21.0,POINT (126.16722222222222 32.100833333333334)
2013-12-03 00:30,목포,협수로,좌초,운항부주의,양호,1.0,0.0,0.0,0.0,전남 신안군 장산면 고사도 동방 2.6해리,34.57138888888889,126.2,예부선,4003.0,POINT (126.2 34.57138888888889)
2013-12-02 21:05,통영,영해,좌초,운항부주의,양호,1.0,11.0,0.0,0.0,거제시 저도 인근 사근서 인근 해상,35.041666666666664,128.7375,어선,139.0,POINT (128.7375 35.041666666666664)
2013-12-01 22:12,제주,영해,좌초,운항부주의,황천5급,1.0,7.0,0.0,0.0,신창 남서방 약 0.5해리,33.358333333333334,126.18055555555556,어선,39.0,POINT (126.18055555555556 33.358333333333334)
2013-12-01 14:00,평택,항계내,기관고장,정비불량,양호,1.0,3.0,0.0,0.0,경기 화성시 서신면 우정읍 국화도 남방 해역,37.1125,126.53833333333333,고무보트,0.0,POINT (126.53833333333333 37.1125)
2013-11-30 06:20,동해,영해,기관고장,기타,양호,1.0,2.0,0.0,0.0,울릉도 북면 관음도 동방 0.5마일 해상,37.53333333333333,130.91666666666666,어선,9.77,POINT (130.91666666666666 37.53333333333333)
2013-11-29 23:00,목포,영해,전복,기타,양호,1.0,4.0,0.0,1.0,전남 영광군 낙월면 안마도 동방 1.2해리,35.35,126.0736111111111,예부선,2909.0,POINT (126.0736111111111 35.35)
2013-11-29 19:00,태안,영해-EEZ,타기고장,관리소홀,양호,1.0,8.0,0.0,0.0,충남 태안군 격비도 남동방 4.5해리,36.53333333333333,125.58333333333333,어선,24.0,POINT (125.58333333333333 36.53333333333333)
2013-11-28 21:40,여수,협수로,좌주,운항부주의,양호,1.0,3.0,0.0,0.0,하동군 금성면 갈사리 매립지 남서방 약 1.2해리,34.92111111111111,127.79805555555555,예부선,110.0,POINT (127.79805555555555 34.92111111111111)
2013-11-28 17:30,제주,영해,좌초,운항부주의,양호,1.0,1.0,0.0,0.0,"제주 추자면소재 추포도 서방 약 20미터 (33-59-21N, 126-18-59E)",33.98916666666667,126.3163888888889,어선,3.23,POINT (126.3163888888889 33.98916666666667)
2013-11-27 23:45,목포,영해,화재,정비불량,풍랑경보,1.0,16.0,0.0,0.0,전남 신안군 흑산면 북방 16해리,34.950833333333335,125.5525,화물선,2948.0,POINT (125.5525 34.950833333333335)
2013-11-27 05:00,군산,항계내,좌초,운항부주의,양호,1.0,8.0,0.0,0.0,군산 비응도 항 입구,35.93333333333333,126.51666666666667,어선,21.0,POINT (126.51666666666667 35.93333333333333)
2013-11-26 15:28,평택,협수로,기타,운항부주의,양호,2.0,18.0,0.0,0.0,경기 화성시 우정읍 입파도 묘박지,37.15,126.51666666666667,예부선,4931.0,POINT (126.51666666666667 37.15)
2013-11-25 10:30,속초,항계내,침수,기상악화,풍랑주의보,1.0,0.0,0.0,0.0,거진항 어촌계 앞 부두,38.44611111111111,128.46166666666667,어선,5.98,POINT (128.46166666666667 38.44611111111111)
2013-11-25 09:40,속초,항계내,침수,기상악화,풍랑주의보,1.0,0.0,0.0,0.0,거진항 어촌계 앞 부두,38.44611111111111,128.46166666666667,어선,2.99,POINT (128.46166666666667 38.44611111111111)
2013-11-25 08:33,태안,항계내,좌주,관리소홀,풍랑주의보,1.0,1.0,0.0,0.0,충남 보령시 오천면 남포방조제 인근 해상,36.28333333333333,126.51666666666667,기타,977.0,POINT (126.51666666666667 36.28333333333333)
2013-11-25 06:58,태안,항계내,기타,관리소홀,풍랑주의보,1.0,1.0,0.0,0.0,충남 서산시 부석면 천수만 내 창리포구,36.61694444444444,126.3675,예부선,67.0,POINT (126.3675 36.61694444444444)
2013-11-25 04:30,동해,영해,좌초,기상악화,태풍경보,1.0,2.0,0.0,0.0,울릉 사동3리 신항만 외항,37.45,130.86666666666667,기타,1189.0,POINT (130.86666666666667 37.45)
2013-11-25 03:55,울산,영해,좌초,기상악화,풍랑주의보,1.0,11.0,0.0,0.0,방어진 상진항 남서방 0.2마일해상,35.46666666666667,129.41666666666666,화물선,2302.0,POINT (129.41666666666666 35.46666666666667)
2013-11-25 03:30,평택,협수로,좌초,기상악화,황천5급,1.0,6.0,0.0,0.0,인천 옹진군 덕적면 백아리 지도 서방,37.06666666666667,126.0,어선,14.0,POINT (126 37.06666666666667)
2013-11-25 02:30,울산,영해,좌초,기상악화,풍랑주의보,1.0,18.0,0.0,0.0,화암추 동방 1.2마일해상,35.46861111111111,129.43444444444444,화물선,7675.0,POINT (129.43444444444444 35.46861111111111)
2013-11-25 02:30,부산,항계내,좌초,운항부주의,풍랑주의보,1.0,7.0,0.0,0.0,부산 남외항 중리해안가 및 태종대 일원,35.050555555555555,129.08194444444445,예부선,192.0,POINT (129.08194444444445 35.050555555555555)
2013-11-25 01:47,울산,영해,좌초,기상악화,풍랑주의보,1.0,17.0,0.0,0.0,방어진 화암추 남방 앞 0.5마일 해상,35.48861111111111,129.42305555555555,화물선,4675.0,POINT (129.42305555555555 35.48861111111111)
2013-11-24 19:40,평택,항계내,표류,기상악화,풍랑주의보,1.0,0.0,0.0,0.0,경기 안산시 대부남동 행랑곡 선착장,37.21,126.57416666666667,어선,4.99,POINT (126.57416666666667 37.21)
2013-11-24 14:39,목포,영해-EEZ,전복,기상악화,황천5급,1.0,10.0,0.0,0.0,전남 신안군 가거도 북서 8.4해리,34.126666666666665,124.97222222222223,어선,9.77,POINT (124.97222222222223 34.126666666666665)
2013-11-24 09:30,태안,영해,좌초,운항부주의,양호,1.0,22.0,0.0,0.0,충남 보령시 오천면 외연도 인근 해상,36.233333333333334,125.95,낚시어선,9.77,POINT (125.95 36.233333333333334)
2013-11-24 02:00,서귀포,영해-EEZ,기관고장,정비불량,양호,1.0,6.0,0.0,0.0,"서귀 남방 23해리(32-50N, 126-31E)",32.833333333333336,126.51666666666667,어선,9.77,POINT (126.51666666666667 32.833333333333336)
2013-11-23 08:03,군산,영해,추진기장애,운항부주의,양호,1.0,21.0,0.0,0.0,전북 군산시 연도 남방 2해리,36.05,126.41666666666667,낚시어선,9.77,POINT (126.41666666666667 36.05)
2013-11-22 17:20,평택,협수로,기관고장,정비불량,양호,1.0,4.0,0.0,0.0,경기 안산시 단원구 풍도 남서방 0.5해리 해상,37.10388888888889,126.37944444444445,기타,5.84,POINT (126.37944444444445 37.10388888888889)
2013-11-22 16:00,완도,영해,기관고장,정비불량,양호,1.0,17.0,0.0,0.0,"완도군 여서도 북서방 3해리(Fix 34-01N, 126-52E 해점)",34.016666666666666,126.86666666666666,낚시어선,9.77,POINT (126.86666666666666 34.016666666666666)
2013-11-22 11:40,목포,협수로,타기고장,운항부주의,양호,1.0,17.0,0.0,0.0,전남 진도군 조도면 양덕도 북방 0.2해리,34.52361111111111,126.08888888888889,여객선,75.0,POINT (126.08888888888889 34.52361111111111)
2013-11-22 11:10,통영,영해,침수,정비불량,양호,1.0,2.0,0.0,0.0,통영시 국도 남동방 4.2마일 해상,34.525,128.53333333333333,어선,4.95,POINT (128.53333333333333 34.525)
2013-11-18 18:00,통영,영해,기관고장,정비불량,양호,1.0,4.0,0.0,0.0,통영시 연화도 서방 약 10m해상,34.65361111111111,128.3502777777778,어선,8.56,POINT (128.3502777777778 34.65361111111111)
2013-11-18 16:10,평택,항계내,침수,관리소홀,풍랑주의보,1.0,0.0,0.0,0.0,경기 화성시 서신면 궁평리 화성방조제,37.05972222222222,126.75,어선,5.59,POINT (126.75 37.05972222222222)
2013-11-18 05:00,포항,영해,표류,기타,풍랑주의보,1.0,9.0,0.0,0.0,축산 동방 27마일,36.56666666666667,130.0,어선,69.0,POINT (130 36.56666666666667)
2013-11-17 11:55,포항,영해,기관고장,정비불량,양호,1.0,2.0,0.0,0.0,화진 동방 2마일,36.24805555555555,129.41666666666666,요트,3.5,POINT (129.41666666666666 36.24805555555555)
2013-11-17 10:51,속초,영해,전복,기타,양호,1.0,1.0,0.0,1.0,저진 동방 500m,38.55888888888889,128.43944444444443,어선,0.98,POINT (128.43944444444443 38.55888888888889)
2013-11-16 13:00,제주,영해-EEZ,타기고장,정비불량,황천5급,1.0,12.0,0.0,0.0,"제주 비양도 북서방 38해리(33-35N, 125-29E)",33.583333333333336,125.48333333333333,어선,24.0,POINT (125.48333333333333 33.583333333333336)
2013-11-15 17:00,제주,영해,기관고장,정비불량,양호,1.0,6.0,0.0,0.0,추자도 남동방 약 5해리,33.86666666666667,126.36666666666666,어선,75.0,POINT (126.36666666666666 33.86666666666667)
2013-11-15 10:57,포항,영해,좌초,운항부주의,양호,1.0,12.0,0.0,0.0,후포항 북방파제,36.672222222222224,129.45555555555555,어선,44.0,POINT (129.45555555555555 36.672222222222224)
2013-11-15 10:35,통영,영해,좌주,운항부주의,양호,1.0,1.0,0.0,0.0,통영시 용남면 해간도 연육교 부근 해상,34.86083333333333,128.46805555555557,요트,4.5,POINT (128.46805555555557 34.86083333333333)
2013-11-15 04:00,포항,영해,기관고장,정비불량,양호,1.0,5.0,0.0,0.0,호미곶 북동방 3마일,37.11666666666667,129.6,요트,7.3,POINT (129.6 37.11666666666667)
2013-11-14 11:47,속초,영해-EEZ,기관고장,기타,양호,1.0,10.0,0.0,0.0,아야진 동방 54해리,38.233333333333334,129.73333333333332,어선,29.0,POINT (129.73333333333332 38.233333333333334)
2013-11-14 06:25,속초,영해,표류,기타,양호,1.0,1.0,0.0,0.0,봉포 동방 약 0.5마일 해상,38.25111111111111,128.5825,어선,2.26,POINT (128.5825 38.25111111111111)
2013-11-13 09:00,태안,영해,충돌,운항부주의,양호,2.0,12.0,2.0,0.0,충남 보령시 오천면 월도 북방 1마일,36.43638888888889,126.47277777777778,낚시어선,7.93,POINT (126.47277777777778 36.43638888888889)
2013-11-13 06:00,목포,영해,추진기장애,운항부주의,양호,1.0,1.0,0.0,0.0,전남 진도군 진도면 맹골도 방파제 끝단 앞 약 3m해상,34.21722222222222,125.85277777777777,낚시어선,9.77,POINT (125.85277777777777 34.21722222222222)
2013-11-11 19:15,목포,영해,추진기장애,운항부주의,황천4급,1.0,8.0,0.0,0.0,전남 신안군 흑산면 가거도 남동 6해리,33.983333333333334,125.225,어선,9.77,POINT (125.225 33.983333333333334)
2013-11-11 18:04,여수,영해,침수,기타,황천5급,1.0,1.0,0.0,0.0,소평도 동방 1.2마일,34.26277777777778,127.48861111111111,요트,6.58,POINT (127.48861111111111 34.26277777777778)
2013-11-11 09:43,목포,협수로,좌주,운항부주의,양호,1.0,95.0,0.0,0.0,전남 신안군 장산도 축강선착장 300야드 앞 해상,34.62861111111111,126.18666666666667,여객선,181.0,POINT (126.18666666666667 34.62861111111111)
2013-11-10 06:00,인천,항계내,좌주,기상악화,풍랑주의보,1.0,6.0,0.0,0.0,인천 옹진군 굴업도 북단 외항,37.2,125.98333333333333,어선,19.0,POINT (125.98333333333333 37.2)
2013-11-10 03:40,포항,영해,충돌,운항부주의,풍랑주의보,2.0,16.0,0.0,0.0,호미곶 동방 19해리,36.03333333333333,129.96666666666667,어선,69.0,POINT (129.96666666666667 36.03333333333333)
2013-11-09 12:40,부산,항계내,추진기장애,정비불량,양호,1.0,1.0,0.0,0.0,부산 영도구 대평동 물량장 도선계류장,35.09027777777778,129.0377777777778,예부선,332.0,POINT (129.0377777777778 35.09027777777778)
2013-11-09 06:25,포항,항계내,충돌,운항부주의,양호,2.0,22.0,0.0,0.0,영일만항 북방파제 북동 3.6마일,36.13333333333333,129.5186111111111,화물선,9989.0,POINT (129.5186111111111 36.13333333333333)
2013-11-09 06:01,창원,항계내,충돌,운항부주의,양호,2.0,16.0,0.0,0.0,마산항 마창대교 북서방 0.13마일,35.175555555555555,128.6,예부선,299.0,POINT (128.6 35.175555555555555)
2013-11-08 00:50,군산,영해,침수,정비불량,양호,1.0,2.0,0.0,0.0,전북 군산시 옥도면 말도리 횡경도 북방 2.3해리,35.89888888888889,126.41555555555556,예부선,919.0,POINT (126.41555555555556 35.89888888888889)
2013-11-07 14:37,동해,영해-EEZ,침수,기상악화,황천4급,1.0,9.0,0.0,0.0,독도 북서 15마일,37.47222222222222,131.7138888888889,어선,98.0,POINT (131.7138888888889 37.47222222222222)
2013-11-06 19:04,통영,영해,충돌,운항부주의,양호,1.0,1.0,0.0,0.0,통영시 사량면 돈지리 농개도 동방 약 20m해상,34.84166666666667,128.1675,어선,2.51,POINT (128.1675 34.84166666666667)
