번호,처리현황,신고번호,지역,접수일자,신고종류,활동종류,활동시작일,활동마지막일,기간
793,신고수리완료,2017-동해-137,동해,2017-07-31,건별 신고,수중,2017-07-31,2017-07-31,0
794,신고수리완료,2017-속초-3,속초,2017-07-31,건별 신고,수중,2017-08-02,2017-08-03,1
795,신고수리완료,2017-속초-4,속초,2017-07-31,건별 신고,수중,2017-08-02,2017-08-03,1
796,신고수리완료,2017-속초-5,속초,2017-07-31,건별 신고,수중,2017-08-02,2017-08-03,1
797,신고수리완료,2017-속초-6,속초,2017-07-31,건별 신고,수중,2017-08-05,2017-08-06,1
798,신고수리완료,2017-포항-43,포항,2017-07-31,건별 신고,수중,2017-07-31,2017-07-31,0
799,신고수리완료,2017-동해-120,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
800,신고수리완료,2017-동해-121,동해,2017-07-30,건별 신고,수중,2017-07-31,2017-07-31,0
801,신고수리완료,2017-동해-122,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
802,신고수리완료,2017-동해-123,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
803,신고수리완료,2017-동해-124,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
804,신고수리완료,2017-동해-125,동해,2017-07-30,건별 신고,수중,2017-07-31,2017-07-31,0
805,신고수리완료,2017-동해-126,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
806,신고수리완료,2017-동해-127,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
807,신고수리완료,2017-동해-129,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
808,신고수리완료,2017-동해-130,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
809,신고수리완료,2017-동해-131,동해,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
810,신고수리완료,2017-포항-40,포항,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
811,신고수리완료,2017-포항-41,포항,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
812,신고수리완료,2017-포항-42,포항,2017-07-30,건별 신고,수중,2017-07-30,2017-07-30,0
813,신고수리완료,2017-동해-108,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
814,신고수리완료,2017-동해-109,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
815,신고수리완료,2017-동해-110,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
816,신고수리완료,2017-동해-111,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
817,신고수리완료,2017-동해-113,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
818,신고수리완료,2017-동해-114,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
819,신고수리완료,2017-동해-115,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
820,신고수리완료,2017-동해-116,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
821,신고수리완료,2017-동해-117,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
822,신고수리완료,2017-동해-118,동해,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
823,신고수리완료,2017-동해-119,동해,2017-07-29,기간제 신고,수중,2017-08-12,2017-10-11,60
824,신고수리완료,2017-통영-23,통영,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
825,신고수리완료,2017-통영-24,통영,2017-07-29,건별 신고,수중,2017-07-29,2017-07-30,1
826,신고수리완료,2017-포항-38,포항,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
827,신고수리완료,2017-포항-39,포항,2017-07-29,건별 신고,수중,2017-07-29,2017-07-29,0
828,신고수리완료,2017-동해-101,동해,2017-07-28,건별 신고,수중,2017-07-28,2017-07-28,0
829,신고수리완료,2017-동해-102,동해,2017-07-28,건별 신고,수중,2017-07-28,2017-07-28,0
830,신고수리완료,2017-동해-103,동해,2017-07-28,건별 신고,수중,2017-07-28,2017-07-28,0
831,신고수리완료,2017-동해-104,동해,2017-07-28,건별 신고,수중,2017-07-28,2017-07-28,0
832,신고수리완료,2017-동해-106,동해,2017-07-28,기간제 신고,수중,2017-08-11,2017-09-30,50
833,신고수리완료,2017-동해-107,동해,2017-07-28,건별 신고,수중,2017-07-28,2017-07-28,0
834,신고수리완료,2017-통영-22,통영,2017-07-28,건별 신고,수중,2017-07-30,2017-07-30,0
835,신고수리완료,2017-포항-37,포항,2017-07-28,건별 신고,수중,2017-07-28,2017-07-28,0
836,신고수리완료,2017-동해-99,동해,2017-07-27,건별 신고,수중,2017-07-27,2017-07-27,0
837,신고수리완료,2017-통영-20,통영,2017-07-27,건별 신고,수중,2017-07-27,2017-07-27,0
838,신고수리완료,2017-통영-21,통영,2017-07-27,건별 신고,수중,2017-07-27,2017-07-27,0
839,신고수리완료,2017-동해-93,동해,2017-07-26,건별 신고,수중,2017-07-26,2017-07-26,0
840,신고수리완료,2017-동해-95,동해,2017-07-26,건별 신고,수중,2017-07-26,2017-07-26,0
841,신고수리완료,2017-동해-96,동해,2017-07-26,건별 신고,수중,2017-07-26,2017-07-26,0
842,신고수리완료,2017-동해-97,동해,2017-07-26,건별 신고,수중,2017-07-26,2017-07-26,0
843,신고수리완료,2017-동해-90,동해,2017-07-25,건별 신고,수중,2017-07-25,2017-07-26,1
844,신고수리완료,2017-동해-91,동해,2017-07-25,기간제 신고,수중,2017-08-08,2017-10-07,60
845,신고수리완료,2017-포항-35,포항,2017-07-25,건별 신고,수중,2017-07-25,2017-07-25,0
846,신고수리완료,2017-포항-36,포항,2017-07-25,건별 신고,수중,2017-07-25,2017-07-25,0
847,신고수리완료,2017-동해-85,동해,2017-07-24,건별 신고,수중,2017-07-24,2017-07-24,0
848,신고수리완료,2017-동해-86,동해,2017-07-24,건별 신고,수중,2017-07-24,2017-07-24,0
849,신고수리완료,2017-동해-78,동해,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
850,신고수리완료,2017-동해-79,동해,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
851,신고수리완료,2017-동해-80,동해,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
852,신고수리완료,2017-동해-81,동해,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
853,신고수리완료,2017-동해-82,동해,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
854,신고수리완료,2017-동해-83,동해,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
855,신고수리완료,2017-동해-84,동해,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
856,신고수리완료,2017-포항-32,포항,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
857,신고수리완료,2017-포항-33,포항,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
858,신고수리완료,2017-포항-34,포항,2017-07-23,건별 신고,수중,2017-07-23,2017-07-23,0
859,신고수리완료,2017-동해-69,동해,2017-07-22,건별 신고,수중,2017-07-22,2017-07-22,0
860,신고수리완료,2017-동해-71,동해,2017-07-22,건별 신고,수중,2017-07-22,2017-07-22,0
861,신고수리완료,2017-동해-72,동해,2017-07-22,건별 신고,수중,2017-07-22,2017-07-22,0
862,신고수리완료,2017-동해-73,동해,2017-07-22,건별 신고,수중,2017-07-22,2017-07-22,0
863,신고수리완료,2017-동해-74,동해,2017-07-22,건별 신고,수중,2017-07-22,2017-07-22,0
864,신고수리완료,2017-동해-75,동해,2017-07-22,건별 신고,수중,2017-07-22,2017-07-22,0
865,신고수리완료,2017-동해-76,동해,2017-07-22,건별 신고,수중,2017-07-23,2017-07-23,0
866,신고수리완료,2017-동해-77,동해,2017-07-22,건별 신고,수중,2017-07-25,2017-07-31,6
867,신고수리완료,2017-포항-30,포항,2017-07-22,건별 신고,수중,2017-07-22,2017-07-22,0
868,신고수리완료,2017-포항-31,포항,2017-07-22,기간제 신고,수중,2017-08-05,2017-09-05,31
869,신고수리완료,2017-동해-68,동해,2017-07-21,건별 신고,수중,2017-07-21,2017-07-21,0
870,신고수리완료,2017-동해-64,동해,2017-07-20,건별 신고,수중,2017-07-20,2017-07-20,0
871,신고수리완료,2017-동해-65,동해,2017-07-20,건별 신고,수중,2017-07-20,2017-07-20,0
872,신고수리완료,2017-동해-66,동해,2017-07-20,기간제 신고,수중,2017-08-03,2017-10-02,60
873,신고수리완료,2017-동해-61,동해,2017-07-19,건별 신고,수중,2017-07-19,2017-07-19,0
874,신고수리완료,2017-동해-62,동해,2017-07-19,건별 신고,수중,2017-07-19,2017-07-19,0
875,신고수리완료,2017-동해-63,동해,2017-07-19,건별 신고,수중,2017-07-20,2017-07-20,0
876,신고수리완료,2017-속초-2,속초,2017-07-19,건별 신고,수중,2017-07-22,2017-07-24,2
877,신고수리완료,2017-포항-27,포항,2017-07-19,건별 신고,수중,2017-07-19,2017-07-19,0
878,신고수리완료,2017-동해-60,동해,2017-07-18,건별 신고,수중,2017-07-18,2017-07-18,0
879,신고수리완료,2017-동해-57,동해,2017-07-17,건별 신고,수중,2017-07-17,2017-07-17,0
880,신고수리완료,2017-동해-58,동해,2017-07-17,건별 신고,수중,2017-07-17,2017-07-17,0
881,신고수리완료,2017-동해-59,동해,2017-07-17,건별 신고,수중,2017-07-17,2017-07-17,0
882,신고수리완료,2017-포항-25,포항,2017-07-17,건별 신고,수중,2017-07-17,2017-07-17,0
883,신고수리완료,2017-동해-52,동해,2017-07-16,건별 신고,수중,2017-07-16,2017-07-16,0
884,신고수리완료,2017-동해-53,동해,2017-07-16,건별 신고,수중,2017-07-16,2017-07-16,0
885,신고수리완료,2017-동해-54,동해,2017-07-16,건별 신고,수중,2017-07-16,2017-07-16,0
886,신고수리완료,2017-동해-55,동해,2017-07-16,건별 신고,수중,2017-07-16,2017-07-16,0
887,신고수리완료,2017-동해-56,동해,2017-07-16,건별 신고,수중,2017-07-16,2017-07-16,0
888,신고수리완료,2017-포항-23,포항,2017-07-16,건별 신고,수중,2017-07-16,2017-07-16,0
889,신고수리완료,2017-포항-24,포항,2017-07-16,건별 신고,수중,2017-07-16,2017-07-16,0
890,신고수리완료,2017-동해-42,동해,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
891,신고수리완료,2017-동해-43,동해,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
892,신고수리완료,2017-동해-44,동해,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
893,신고수리완료,2017-동해-46,동해,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
894,신고수리완료,2017-동해-47,동해,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
895,신고수리완료,2017-동해-49,동해,2017-07-15,건별 신고,수중,2017-07-16,2017-07-16,0
896,신고수리완료,2017-동해-50,동해,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
897,신고수리완료,2017-동해-51,동해,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
898,신고수리완료,2017-포항-21,포항,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
899,신고수리완료,2017-포항-22,포항,2017-07-15,건별 신고,수중,2017-07-15,2017-07-15,0
900,신고수리완료,2017-동해-38,동해,2017-07-14,건별 신고,수중,2017-07-14,2017-07-14,0
901,신고수리완료,2017-동해-39,동해,2017-07-14,건별 신고,수중,2017-07-14,2017-07-14,0
902,신고수리완료,2017-동해-40,동해,2017-07-14,건별 신고,수중,2017-07-15,2017-07-15,0
903,신고수리완료,2017-동해-41,동해,2017-07-14,기간제 신고,수중,2017-07-28,2017-08-01,4
904,신고수리완료,2017-속초-1,속초,2017-07-14,기간제 신고,수중,2017-07-28,2017-10-31,95
905,신고수리완료,2017-동해-35,동해,2017-07-13,건별 신고,수중,2017-07-13,2017-07-13,0
906,신고수리완료,2017-동해-36,동해,2017-07-13,건별 신고,수중,2017-07-13,2017-07-13,0
907,신고수리완료,2017-통영-14,통영,2017-07-13,기간제 신고,수중,2017-07-27,2017-10-26,91
908,신고수리완료,2017-통영-16,통영,2017-07-13,기간제 신고,수중,2017-07-27,2017-10-26,91
909,신고수리완료,2017-통영-17,통영,2017-07-13,기간제 신고,수중,2017-07-27,2017-10-26,91
910,신고수리완료,2017-통영-18,통영,2017-07-13,기간제 신고,수중,2017-07-27,2017-10-26,91
911,신고수리완료,2017-통영-12,통영,2017-07-12,건별 신고,수중,2017-07-15,2017-07-15,0
912,신고수리완료,2017-통영-11,통영,2017-07-11,기간제 신고,수중,2017-07-25,2017-10-24,91
913,신고수리완료,2017-포항-20,포항,2017-07-11,건별 신고,수중,2017-07-11,2017-07-11,0
914,신고수리완료,2017-통영-10,통영,2017-07-10,기간제 신고,수중,2017-07-29,2017-09-29,62
915,신고수리완료,2017-동해-32,동해,2017-07-09,건별 신고,수중,2017-07-09,2017-07-09,0
916,신고수리완료,2017-동해-33,동해,2017-07-09,건별 신고,수중,2017-07-09,2017-07-13,4
917,신고수리완료,2017-통영-9,통영,2017-07-09,기간제 신고,수중,2017-07-23,2017-10-22,91
918,신고수리완료,2017-포항-17,포항,2017-07-09,건별 신고,수중,2017-07-09,2017-07-09,0
919,신고수리완료,2017-포항-18,포항,2017-07-09,건별 신고,수중,2017-07-09,2017-07-09,0
920,신고수리완료,2017-동해-29,동해,2017-07-08,건별 신고,수중,2017-07-08,2017-07-08,0
921,신고수리완료,2017-동해-30,동해,2017-07-08,건별 신고,수중,2017-07-08,2017-07-08,0
922,신고수리완료,2017-동해-31,동해,2017-07-08,기간제 신고,수중,2017-07-22,2017-08-23,32
923,신고수리완료,2017-포항-11,포항,2017-07-08,건별 신고,수중,2017-07-08,2017-07-08,0
924,신고수리완료,2017-포항-12,포항,2017-07-08,건별 신고,수중,2017-07-08,2017-07-08,0
925,신고수리완료,2017-동해-26,동해,2017-07-07,건별 신고,수중,2017-07-07,2017-07-07,0
926,신고수리완료,2017-동해-27,동해,2017-07-07,기간제 신고,수중,2017-07-21,2017-08-30,40
927,신고수리완료,2017-포항-10,포항,2017-07-07,기간제 신고,수중,2017-07-21,2017-09-20,61
928,신고수리완료,2017-동해-22,동해,2017-07-06,건별 신고,수중,2017-07-06,2017-07-06,0
929,신고수리완료,2017-동해-23,동해,2017-07-06,건별 신고,수중,2017-07-06,2017-07-06,0
930,신고수리완료,2017-동해-24,동해,2017-07-06,기간제 신고,수중,2017-07-20,2017-10-19,91
931,신고수리완료,2017-동해-20,동해,2017-07-04,기간제 신고,수중,2017-07-18,2017-10-13,87
932,신고수리완료,2017-포항-8,포항,2017-07-04,건별 신고,수중,2017-07-04,2017-07-04,0
933,신고수리완료,2017-포항-7,포항,2017-07-03,기간제 신고,수중,2017-07-17,2017-09-16,61
934,신고수리완료,2017-동해-17,동해,2017-07-02,건별 신고,수중,2017-07-02,2017-07-02,0
935,신고수리완료,2017-동해-14,동해,2017-07-01,건별 신고,수중,2017-07-01,2017-07-01,0
936,신고수리완료,2017-동해-16,동해,2017-07-01,건별 신고,수중,2017-07-01,2017-07-01,0
937,신고수리완료,2017-동해-10,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-08-02,19
938,신고수리완료,2017-동해-12,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-09-13,61
939,신고수리완료,2017-동해-13,동해,2017-06-30,건별 신고,수중,2017-07-01,2017-07-01,0
940,신고수리완료,2017-동해-3,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-10-13,91
941,신고수리완료,2017-동해-4,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-10-13,91
942,신고수리완료,2017-동해-5,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-10-13,91
943,신고수리완료,2017-동해-6,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-10-13,91
944,신고수리완료,2017-동해-7,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-08-06,23
945,신고수리완료,2017-동해-8,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-10-13,91
946,신고수리완료,2017-동해-9,동해,2017-06-30,기간제 신고,수중,2017-07-14,2017-08-12,29
947,신고수리완료,2017-동해-2,동해,2017-06-27,기간제 신고,수중,2017-07-14,2017-10-13,91
948,신고수리완료,2017-통영-4,통영,2017-06-13,기간제 신고,수중,2017-06-27,2017-09-30,95
949,신고수리완료,2017-통영-2,통영,2017-06-07,기간제 신고,수중,2017-06-21,2017-09-20,91
950,신고수리완료,2017-통영-1,통영,2017-06-05,기간제 신고,수중,2017-06-19,2017-09-18,91
