번호,처리현황,신고번호,지역,접수일자,신고종류,활동종류,활동시작일,활동마지막일,기간
265,신고수리완료,2020-통영-34,통영,2020-07-25,건별 신고,수상,2020-07-25,2020-07-25,0
266,신고수리완료,2020-통영-35,통영,2020-07-25,건별 신고,수상,2020-07-25,2020-07-25,0
267,신고수리완료,2020-통영-36,통영,2020-07-25,건별 신고,수상,2020-07-25,2020-07-25,0
268,신고수리완료,2020-통영-37,통영,2020-07-25,건별 신고,수상,2020-07-25,2020-07-25,0
269,신고수리완료,2020-통영-38,통영,2020-07-25,건별 신고,수상,2020-07-25,2020-07-25,0
270,신고수리완료,2020-통영-39,통영,2020-07-25,건별 신고,수상,2020-07-25,2020-07-25,0
271,신고수리완료,2020-통영-32,통영,2020-07-23,건별 신고,수상,2020-07-23,2020-07-23,0
272,신고수리완료,2020-통영-29,통영,2020-07-22,건별 신고,수상,2020-07-21,2020-07-21,0
273,신고수리완료,2020-통영-30,통영,2020-07-22,건별 신고,수상,2020-07-22,2020-07-22,0
274,신고수리완료,2020-통영-31,통영,2020-07-22,건별 신고,수상,2020-07-22,2020-07-22,0
275,신고수리완료,2020-포항-2,포항,2020-07-22,기간제 신고,수중 수상,2020-08-05,2020-10-31,87
276,신고수리완료,2020-통영-28,통영,2020-07-21,건별 신고,수상,2020-07-21,2020-07-21,0
277,신고수리완료,2020-통영-25,통영,2020-07-20,건별 신고,수상,2020-07-19,2020-07-19,0
278,신고수리완료,2020-통영-26,통영,2020-07-20,건별 신고,수상,2020-07-20,2020-07-20,0
279,신고수리완료,2020-통영-27,통영,2020-07-20,건별 신고,수상,2020-07-20,2020-07-20,0
280,신고수리완료,2020-통영-22,통영,2020-07-19,건별 신고,수상,2020-07-19,2020-07-19,0
281,신고수리완료,2020-통영-23,통영,2020-07-19,건별 신고,수상,2020-07-19,2020-07-19,0
282,신고수리완료,2020-통영-24,통영,2020-07-19,건별 신고,수상,2020-07-19,2020-07-19,0
283,신고수리완료,2020-여수-46,여수,2020-07-18,건별 신고,수중,2020-07-19,2020-07-19,0
284,신고수리완료,2020-통영-18,통영,2020-07-18,건별 신고,수상,2020-07-18,2020-07-18,0
285,신고수리완료,2020-통영-19,통영,2020-07-18,건별 신고,수상,2020-07-18,2020-07-18,0
286,신고수리완료,2020-통영-20,통영,2020-07-18,건별 신고,수상,2020-07-18,2020-07-18,0
287,신고수리완료,2020-통영-21,통영,2020-07-18,건별 신고,수상,2020-07-18,2020-07-18,0
288,신고수리완료,2020-여수-44,여수,2020-07-17,건별 신고,수중,2020-07-18,2020-07-18,0
289,신고수리완료,2020-통영-17,통영,2020-07-17,건별 신고,수상,2020-07-17,2020-07-17,0
290,신고수리완료,2020-속초-7,속초,2020-07-16,건별 신고,수중,2020-07-18,2020-07-19,1
291,신고수리완료,2020-여수-43,여수,2020-07-16,건별 신고,수중,2020-07-16,2020-07-17,1
292,신고수리완료,2020-통영-15,통영,2020-07-16,건별 신고,수상,2020-07-16,2020-07-16,0
293,신고수리완료,2020-통영-16,통영,2020-07-16,건별 신고,수상,2020-07-16,2020-07-16,0
294,신고수리완료,2020-여수-42,여수,2020-07-15,건별 신고,수중,2020-07-16,2020-07-17,1
295,신고수리완료,2020-통영-14,통영,2020-07-11,건별 신고,수상,2020-07-11,2020-07-11,0
296,신고수리완료,2020-통영-8,통영,2020-07-11,건별 신고,수상,2020-07-11,2020-07-11,0
297,신고수리완료,2020-통영-9,통영,2020-07-11,기간제 신고,수상,2020-07-09,2020-09-30,83
298,신고수리완료,2020-통영-6,통영,2020-07-05,건별 신고,수상,2020-07-05,2020-07-05,0
299,신고수리완료,2020-여수-41,여수,2020-07-04,건별 신고,수중,2020-07-05,2020-07-05,0
300,신고수리완료,2020-통영-4,통영,2020-07-04,건별 신고,수상,2020-07-04,2020-07-04,0
301,신고수리완료,2020-통영-5,통영,2020-07-04,건별 신고,수상,2020-07-04,2020-07-04,0
302,신고수리완료,2020-속초-6,속초,2020-07-03,건별 신고,수중,2020-07-04,2020-07-05,1
303,신고수리완료,2020-여수-40,여수,2020-07-03,건별 신고,수중,2020-07-04,2020-07-04,0
304,신고수리완료,2020-속초-5,속초,2020-07-01,건별 신고,수중,2020-07-04,2020-07-05,1
305,신고수리완료,2020-여수-39,여수,2020-06-27,건별 신고,수중,2020-06-28,2020-06-28,0
306,신고수리완료,2020-여수-37,여수,2020-06-26,건별 신고,수중,2020-06-27,2020-06-27,0
307,신고수리완료,2020-통영-2,통영,2020-06-25,기간제 신고,수상,2020-07-09,2020-09-30,83
308,신고수리완료,2020-여수-36,여수,2020-06-20,건별 신고,수중,2020-06-21,2020-06-21,0
309,신고수리완료,2020-여수-33,여수,2020-06-19,건별 신고,수중,2020-06-20,2020-06-20,0
310,신고수리완료,2020-속초-3,속초,2020-06-18,건별 신고,수중,2020-07-04,2020-07-05,1
311,신고수리완료,2020-통영-1,통영,2020-06-16,기간제 신고,수상,2020-07-01,2020-08-31,61
312,신고수리완료,2020-속초-2,속초,2020-06-15,기간제 신고,수중,2020-06-29,2020-12-31,185
313,신고수리완료,2020-여수-25,여수,2020-06-06,기간제 신고,수중,2020-06-21,2020-09-20,91
314,신고수리완료,2020-여수-19,여수,2020-06-05,건별 신고,수중,2020-06-06,2020-06-06,0
315,신고수리완료,2020-여수-20,여수,2020-06-05,건별 신고,수중,2020-06-06,2020-06-06,0
316,신고수리완료,2020-여수-18,여수,2020-06-04,건별 신고,수중,2020-06-05,2020-06-05,0
317,신고수리완료,2020-여수-16,여수,2020-05-22,건별 신고,수중,2020-05-23,2020-05-23,0
318,신고수리완료,2020-여수-13,여수,2020-05-03,건별 신고,수중,2020-05-03,2020-05-03,0
319,신고수리완료,2020-여수-11,여수,2020-05-02,건별 신고,수중,2020-05-02,2020-05-02,0
320,신고수리완료,2020-여수-5,여수,2020-04-30,건별 신고,수중,2020-05-01,2020-05-01,0
321,신고수리완료,2020-여수-7,여수,2020-04-30,건별 신고,수중,2020-05-01,2020-05-01,0
322,신고수리완료,2020-여수-4,여수,2020-04-29,건별 신고,수중,2020-04-30,2020-04-30,0
323,신고수리완료,2020-제주-1,제주,2020-04-15,기간제 신고,수중,2020-04-29,2020-07-28,90
324,신고수리완료,2020-여수-3,여수,2020-03-03,기간제 신고,수중,2020-03-21,2020-06-20,91
325,신고수리완료,2020-여수-2,여수,2020-01-11,건별 신고,수중,2020-01-12,2020-01-12,0
326,신고수리완료,2020-여수-1,여수,2020-01-10,건별 신고,수중,2020-01-11,2020-01-11,0
327,신고수리완료,2019-속초-32,속초,2019-11-26,기간제 신고,수중,2019-11-22,2020-11-21,365
328,신고수리완료,2019-여수-58,여수,2019-11-24,기간제 신고,수중,2019-12-21,2020-03-20,90
329,신고수리완료,2019-여수-57,여수,2019-11-23,건별 신고,수중,2019-11-17,2019-11-17,0
330,신고수리완료,2019-여수-56,여수,2019-11-16,건별 신고,수중,2019-11-17,2019-11-17,0
331,신고수리완료,2019-여수-55,여수,2019-11-02,건별 신고,수중,2019-11-03,2019-11-03,0
332,신고수리완료,2019-여수-54,여수,2019-11-01,건별 신고,수중,2019-11-02,2019-11-02,0
333,신고수리완료,2019-여수-49,여수,2019-10-30,건별 신고,수중,2019-10-30,2019-10-30,0
334,신고수리완료,2019-여수-48,여수,2019-10-26,건별 신고,수중,2019-10-27,2019-10-27,0
335,신고수리완료,2019-여수-47,여수,2019-10-25,건별 신고,수중,2019-10-26,2019-10-26,0
336,신고수리완료,2019-여수-46,여수,2019-10-18,건별 신고,수중,2019-10-19,2019-10-19,0
337,신고수리완료,2019-제주-10,제주,2019-10-10,기간제 신고,수중,2019-10-25,2020-01-24,91
338,신고수리완료,2019-속초-29,속초,2019-10-08,건별 신고,수중,2019-10-26,2019-10-26,0
339,신고수리완료,2019-속초-30,속초,2019-10-08,건별 신고,수중,2019-10-26,2019-10-26,0
340,신고수리완료,2019-속초-30,속초,2019-10-08,건별 신고,수중,2019-10-26,2019-10-26,0
341,신고수리완료,2019-여수-40,여수,2019-10-07,건별 신고,수중,2019-10-08,2019-10-08,0
342,신고수리완료,2019-여수-38,여수,2019-10-06,건별 신고,수중,2019-10-07,2019-10-07,0
343,신고수리완료,2019-속초-26,속초,2019-09-30,건별 신고,수중,2019-09-21,2019-09-21,0
344,신고수리완료,2019-속초-27,속초,2019-09-30,건별 신고,수중,2019-09-21,2019-09-21,0
345,신고수리완료,2019-속초-28,속초,2019-09-30,건별 신고,수중,2019-10-26,2019-10-26,0
346,신고수리완료,2019-여수-43,여수,2019-09-28,건별 신고,수중,2019-09-29,2019-09-29,0
347,신고수리완료,2019-여수-42,여수,2019-09-27,건별 신고,수중,2019-09-28,2019-09-28,0
348,신고수리완료,2019-서귀포-5,서귀포,2019-09-20,계획(변경)신고,수중,2019-10-05,2019-10-06,1
349,신고수리완료,2019-속초-25,속초,2019-09-19,건별 신고,수중,2019-09-21,2019-09-21,0
350,신고수리완료,2019-여수-37,여수,2019-09-01,기간제 신고,수중,2019-09-21,2019-12-20,90
351,신고수리완료,2019-여수-36,여수,2019-08-25,건별 신고,수중,2019-08-25,2019-08-25,0
352,신고수리완료,2019-속초-21,속초,2019-08-24,기간제 신고,수중,2019-09-07,2019-12-31,115
353,신고수리완료,2019-여수-33,여수,2019-08-23,건별 신고,수중,2019-08-24,2019-08-24,0
354,신고수리완료,2019-여수-32,여수,2019-08-22,건별 신고,수중,2019-08-23,2019-08-23,0
355,신고수리완료,2019-여수-29,여수,2019-08-21,기간제 신고,수중,2019-09-04,2019-09-20,16
356,신고수리완료,2019-여수-27,여수,2019-08-16,건별 신고,수중,2019-08-17,2019-08-17,0
357,신고수리완료,2019-속초-18,속초,2019-08-13,기간제 신고,수중,2019-08-29,2019-08-31,2
358,신고수리완료,2019-여수-26,여수,2019-08-03,건별 신고,수중,2019-08-04,2019-08-04,0
359,신고수리완료,2019-여수-25,여수,2019-08-02,건별 신고,수중,2019-08-03,2019-08-03,0
360,신고수리완료,2019-여수-24,여수,2019-08-01,건별 신고,수중,2019-08-02,2019-08-02,0
361,신고수리완료,2019-여수-22,여수,2019-07-27,건별 신고,수중,2019-07-28,2019-07-28,0
362,신고수리완료,2019-여수-20,여수,2019-07-26,건별 신고,수중,2019-07-26,2019-07-26,0
363,신고수리완료,2019-여수-21,여수,2019-07-26,건별 신고,수중,2019-07-27,2019-07-27,0
364,신고수리완료,2019-포항-2,포항,2019-07-26,기간제 신고,수중,2019-08-09,2019-08-31,22
365,신고수리완료,2019-속초-15,속초,2019-07-17,기간제 신고,수중,2019-08-01,2019-10-31,91
366,신고수리완료,2019-속초-16,속초,2019-07-17,기간제 신고,수중,2019-08-01,2019-10-31,91
367,신고수리완료,2019-통영-2,통영,2019-07-17,기간제 신고,수상,2019-07-31,2019-09-08,39
368,신고수리완료,2019-동해-2,동해,2019-07-15,기간제 신고,수중,2019-08-01,2019-10-31,91
369,신고수리완료,2019-속초-14,속초,2019-07-15,기간제 신고,수중,2019-08-01,2019-10-31,91
370,신고수리완료,2019-여수-18,여수,2019-07-13,건별 신고,수중,2019-07-14,2019-07-14,0
371,신고수리완료,2019-여수-15,여수,2019-07-12,건별 신고,수중,2019-07-13,2019-07-13,0
372,신고수리완료,2019-속초-12,속초,2019-07-11,기간제 신고,수중,2019-07-26,2019-11-17,114
373,신고수리완료,2019-제주-7,제주,2019-07-11,기간제 신고,수중,2019-07-25,2019-10-24,91
374,신고수리완료,2019-평택-2,평택,2019-07-11,계획(변경)신고,일반,2019-07-26,2019-07-28,2
375,신고수리완료,2019-여수-13,여수,2019-07-08,건별 신고,수중,2019-07-09,2019-07-09,0
376,신고수리완료,2019-제주-6,제주,2019-07-06,계획(변경)신고,수상,2019-07-21,2019-07-21,0
377,신고수리완료,2019-속초-9,속초,2019-06-28,기간제 신고,수중,2019-08-11,2019-10-31,81
378,신고수리완료,2019-제주-4,제주,2019-06-26,계획(변경)신고,수중,2019-07-10,2019-10-31,113
379,신고수리완료,2019-제주-5,제주,2019-06-26,계획(변경)신고,수중,2019-07-10,2019-10-31,113
380,신고수리완료,2019-속초-6,속초,2019-06-24,건별 신고,수중,2019-06-24,2019-06-26,2
381,신고수리완료,2019-속초-7,속초,2019-06-24,기간제 신고,수중,2019-07-12,2019-07-22,10
382,신고수리완료,2019-여수-10,여수,2019-06-21,기간제 신고,수중,2019-07-04,2019-09-03,61
383,신고수리완료,2019-여수-11,여수,2019-06-21,건별 신고,수중,2019-06-22,2019-06-22,0
384,신고수리완료,2019-속초-5,속초,2019-06-14,기간제 신고,수중,2019-07-01,2019-12-31,183
385,신고수리완료,2019-여수-7,여수,2019-06-08,건별 신고,수중,2019-06-09,2019-06-09,0
386,신고수리완료,2019-속초-3,속초,2019-06-07,기간제 신고,수중,2019-06-22,2019-09-21,91
387,신고수리완료,2019-속초-4,속초,2019-06-07,건별 신고,수중,2019-06-09,2019-06-09,0
388,신고수리완료,2019-여수-6,여수,2019-06-07,건별 신고,수중,2019-06-08,2019-06-08,0
389,신고수리완료,2019-여수-9,여수,2019-05-25,건별 신고,수중,2019-05-26,2019-05-26,0
390,신고수리완료,2019-여수-5,여수,2019-05-24,건별 신고,수중,2019-05-24,2019-05-24,0
391,신고수리완료,2019-여수-7,여수,2019-05-24,건별 신고,수중,2019-05-25,2019-05-25,0
392,신고수리완료,2019-속초-2,속초,2019-04-27,기간제 신고,수중,2019-05-11,2019-06-14,34
393,신고수리완료,2019-서귀포-1,서귀포,2019-04-23,계획(변경)신고,수상,2019-05-11,2019-05-11,0
394,신고수리완료,2019-제주-2,제주,2019-04-23,기간제 신고,수중,2019-05-07,2019-08-31,116
395,신고수리완료,2019-평택-1,평택,2019-04-19,계획(변경)신고,일반,2019-05-05,2019-05-05,0
396,신고수리완료,2019-여수-2,여수,2019-03-14,계획(변경)신고,일반,2019-04-18,2019-04-20,2
397,신고수리완료,2019-여수-1,여수,2019-03-05,기간제 신고,수중,2019-04-04,2019-07-03,90
398,신고수리완료,2019-제주-1,제주,2019-01-26,기간제 신고,수중,2019-02-09,2019-05-09,89
399,신고수리완료,2018-여수-13,여수,2018-12-14,기간제 신고,수중,2019-01-04,2019-04-03,89
400,신고수리완료,2018-여수-12,여수,2018-09-20,기간제 신고,수중,2018-10-04,2019-01-03,91
401,신고수리완료,2018-서귀포-20,서귀포,2018-09-17,계획(변경)신고,수중,2018-10-02,2018-10-03,1
402,신고수리완료,2018-제주-4,제주,2018-09-10,기간제 신고,수중,2018-09-14,2018-12-13,90
403,신고수리완료,2018-서귀포-19,서귀포,2018-09-04,기간제 신고,수중,2018-09-19,2018-12-18,90
404,신고수리완료,2018-속초-46,속초,2018-07-28,건별 신고,수중,2018-07-29,2018-07-29,0
405,신고수리완료,2018-속초-45,속초,2018-07-27,건별 신고,수중,2018-07-28,2018-07-29,1
406,신고수리완료,2018-속초-43,속초,2018-07-17,건별 신고,수중,2018-07-18,2018-07-19,1
407,신고수리완료,2018-속초-42,속초,2018-07-09,건별 신고,수중,2018-07-14,2018-07-15,1
408,신고수리완료,2018-속초-43,속초,2018-07-09,건별 신고,수중,2018-08-01,2018-08-05,4
409,신고수리완료,2018-통영-3,통영,2018-07-09,기간제 신고,수상,2018-07-23,2018-08-31,39
410,신고수리완료,2018-제주-3,제주,2018-07-03,기간제 신고,수상,2018-07-22,2018-07-22,0
411,신고수리완료,2018-속초-40,속초,2018-06-22,건별 신고,수중,2018-06-22,2018-06-22,0
412,신고수리완료,2018-속초-41,속초,2018-06-22,건별 신고,수중,2018-06-22,2018-06-22,0
413,신고수리완료,2018-속초-39,속초,2018-06-20,기간제 신고,수중,2018-07-04,2018-10-31,119
414,신고수리완료,2018-서귀포-17,서귀포,2018-06-19,기간제 신고,수중,2018-07-03,2018-10-02,91
415,신고수리완료,2018-속초-38,속초,2018-06-19,기간제 신고,수중,2018-07-03,2018-12-31,181
416,신고수리완료,2018-속초-37,속초,2018-06-18,기간제 신고,수중,2018-07-02,2018-10-31,121
417,신고수리완료,2018-속초-36,속초,2018-06-16,건별 신고,수중,2018-06-16,2018-06-17,1
418,신고수리완료,2018-속초-34,속초,2018-06-14,계획(변경)신고,수중,2018-06-30,2018-07-01,1
419,신고수리완료,2018-속초-35,속초,2018-06-14,기간제 신고,수중,2018-06-28,2018-12-31,186
420,신고수리완료,2018-속초-32,속초,2018-06-13,건별 신고,수중,2018-06-13,2018-06-13,0
421,신고수리완료,2018-속초-33,속초,2018-06-13,건별 신고,수중,2018-06-13,2018-06-13,0
422,신고수리완료,2018-속초-28,속초,2018-06-06,건별 신고,수중,2018-06-03,2018-06-03,0
423,신고수리완료,2018-속초-29,속초,2018-06-06,건별 신고,수중,2018-06-03,2018-06-03,0
424,신고수리완료,2018-속초-30,속초,2018-06-06,건별 신고,수중,2018-06-03,2018-06-03,0
425,신고수리완료,2018-속초-31,속초,2018-06-06,건별 신고,수중,2018-06-06,2018-06-06,0
426,신고수리완료,2018-속초-27,속초,2018-06-03,건별 신고,수중,2018-06-03,2018-06-03,0
427,신고수리완료,2018-속초-25,속초,2018-06-01,건별 신고,수중,2018-06-02,2018-06-03,1
428,신고수리완료,2018-속초-26,속초,2018-06-01,건별 신고,수중,2018-06-02,2018-06-03,1
429,신고수리완료,2018-제주-2,제주,2018-05-30,기간제 신고,수중,2018-06-13,2018-09-13,92
430,신고수리완료,2018-속초-24,속초,2018-05-26,건별 신고,수중,2018-05-26,2018-05-27,1
431,신고수리완료,2018-동해-6,동해,2018-05-22,기간제 신고,수중,2018-06-08,2018-09-01,85
432,신고수리완료,2018-속초-23,속초,2018-05-17,기간제 신고,수중,2018-06-02,2018-06-03,1
433,신고수리완료,2018-서귀포-16,서귀포,2018-05-15,기간제 신고,수중,2018-06-01,2018-08-25,85
434,신고수리완료,2018-서귀포-15,서귀포,2018-05-14,기간제 신고,수중,2018-06-01,2018-08-25,85
435,신고수리완료,2018-속초-22,속초,2018-05-12,건별 신고,수중,2018-05-12,2018-05-12,0
436,신고수리완료,2018-속초-21,속초,2018-05-09,기간제 신고,수중,2018-05-15,2018-12-31,230
437,신고수리완료,2018-동해-5,동해,2018-05-08,기간제 신고,수중,2018-05-22,2018-07-21,60
438,신고수리완료,2018-동해-1,동해,2018-05-04,기간제 신고,수중,2018-05-18,2018-07-17,60
439,신고수리완료,2018-동해-3,동해,2018-05-04,기간제 신고,수중,2018-05-18,2018-08-17,91
440,신고수리완료,2018-여수-10,여수,2018-04-27,기간제 신고,수중,2018-05-11,2018-08-10,91
441,신고수리완료,2018-평택-1,평택,2018-04-26,계획(변경)신고,일반,2018-05-19,2018-05-19,0
442,신고수리완료,2018-평택-2,평택,2018-04-26,계획(변경)신고,일반,2018-05-13,2018-05-13,0
443,신고수리완료,2018-속초-19,속초,2018-04-18,기간제 신고,수중,2018-05-02,2018-08-01,91
444,신고수리완료,2018-서귀포-14,서귀포,2018-04-17,계획(변경)신고,수상,2018-05-12,2018-05-12,0
445,신고수리완료,2018-서귀포-11,서귀포,2018-04-11,기간제 신고,수중,2018-04-25,2018-07-24,90
446,신고수리완료,2018-속초-16,속초,2018-04-10,기간제 신고,수중,2018-04-24,2018-06-30,67
447,신고수리완료,2018-속초-17,속초,2018-04-10,기간제 신고,수중,2018-04-24,2018-07-23,90
448,신고수리완료,2018-포항-3,포항,2018-04-09,기간제 신고,수중,2018-04-14,2018-06-10,57
449,신고수리완료,2018-속초-15,속초,2018-03-24,건별 신고,수중,2018-03-24,2018-03-24,0
450,신고수리완료,2018-속초-14,속초,2018-03-23,기간제 신고,수중,2018-04-06,2018-04-14,8
451,신고수리완료,2018-속초-13,속초,2018-03-22,기간제 신고,수중,2018-04-05,2018-06-29,85
452,신고수리완료,2018-여수-6,여수,2018-03-21,기간제 신고,수중,2018-04-04,2018-04-14,10
453,신고수리완료,2018-여수-5,여수,2018-03-20,기간제 신고,수중,2018-04-15,2018-07-14,90
454,신고수리완료,2018-제주-1,제주,2018-03-20,기간제 신고,수중,2018-04-03,2018-06-01,59
455,신고수리완료,2018-속초-12,속초,2018-03-19,기간제 신고,수중,2018-04-02,2018-06-30,89
456,신고수리완료,2018-여수-4,여수,2018-03-16,기간제 신고,수중,2018-04-01,2018-06-30,90
457,신고수리완료,2018-서귀포-10,서귀포,2018-03-14,기간제 신고,수중,2018-03-28,2018-06-27,91
458,신고수리완료,2018-동해-1,동해,2018-03-05,기간제 신고,수중,2018-03-19,2018-05-18,60
459,신고수리완료,2018-서귀포-9,서귀포,2018-03-02,기간제 신고,수중,2018-03-16,2018-04-15,30
460,신고수리완료,2018-서귀포-5,서귀포,2018-02-23,건별 신고,수중,2018-02-23,2018-02-23,0
461,신고수리완료,2018-여수-3,여수,2018-02-17,기간제 신고,수중,2018-03-03,2018-04-14,42
462,신고수리완료,2018-여수-2,여수,2018-02-12,기간제 신고,수중,2018-02-26,2018-05-25,88
463,신고수리완료,2018-서귀포-3,서귀포,2018-01-28,건별 신고,수중,2018-01-28,2018-01-28,0
464,신고수리완료,2018-서귀포-2,서귀포,2018-01-27,건별 신고,수중,2018-01-27,2018-01-27,0
465,신고수리완료,2018-속초-10,속초,2018-01-26,기간제 신고,수중,2018-02-09,2018-05-08,88
466,신고수리완료,2018-서귀포-1,서귀포,2018-01-24,건별 신고,수중,2018-01-24,2018-01-24,0
467,신고수리완료,2018-속초-8,속초,2018-01-12,건별 신고,수중,2018-01-12,2018-01-12,0
468,신고수리완료,2018-속초-9,속초,2018-01-12,건별 신고,수중,2018-01-13,2018-01-14,1
469,신고수리완료,2018-속초-7,속초,2018-01-11,건별 신고,수중,2018-01-12,2018-01-12,0
470,신고수리완료,2018-속초-6,속초,2018-01-10,기간제 신고,수중,2018-01-24,2018-04-23,89
471,신고수리완료,2018-여수-1,여수,2018-01-10,기간제 신고,수중,2018-02-09,2018-04-14,64
472,신고수리완료,2018-포항-1,포항,2018-01-07,기간제 신고,수중,2018-01-22,2018-04-22,90
473,신고수리완료,2018-속초-5,속초,2018-01-05,건별 신고,수중,2018-01-06,2018-01-07,1
474,신고수리완료,2018-속초-4,속초,2018-01-03,건별 신고,수중,2018-01-03,2018-01-04,1
475,신고수리완료,2018-속초-1,속초,2018-01-02,기간제 신고,수중,2018-01-30,2018-01-30,0
476,신고수리완료,2017-서귀포-56,서귀포,2017-12-31,건별 신고,수중,2017-12-31,2017-12-31,0
477,신고수리완료,2017-속초-25,속초,2017-12-29,기간제 신고,수중,2018-01-12,2018-03-31,78
478,신고수리완료,2017-서귀포-50,서귀포,2017-12-23,건별 신고,수중,2017-12-22,2017-12-22,0
479,신고수리완료,2017-서귀포-51,서귀포,2017-12-23,건별 신고,수중,2017-12-22,2017-12-22,0
480,신고수리완료,2017-서귀포-52,서귀포,2017-12-23,건별 신고,수중,2017-12-23,2017-12-23,0
481,신고수리완료,2017-서귀포-53,서귀포,2017-12-23,건별 신고,수중,2017-12-23,2017-12-23,0
482,신고수리완료,2017-서귀포-54,서귀포,2017-12-23,건별 신고,수중,2017-12-24,2017-12-24,0
483,신고수리완료,2017-서귀포-49,서귀포,2017-12-22,건별 신고,수중,2017-12-22,2017-12-22,0
484,신고수리완료,2017-여수-4,여수,2017-12-17,기간제 신고,수중,2018-01-01,2018-03-31,89
485,신고수리완료,2017-서귀포-48,서귀포,2017-12-16,건별 신고,수중,2017-12-16,2017-12-16,0
486,신고수리완료,2017-속초-24,속초,2017-12-14,기간제 신고,수중,2018-01-01,2018-03-31,89
487,신고수리완료,2017-속초-23,속초,2017-12-10,건별 신고,수중,2017-12-10,2017-12-10,0
488,신고수리완료,2017-서귀포-47,서귀포,2017-12-09,건별 신고,수중,2017-12-09,2017-12-09,0
489,신고수리완료,2017-부산-5,부산,2017-12-08,기간제 신고,수중,2018-01-01,2018-01-31,30
490,신고수리완료,2017-속초-22,속초,2017-12-01,건별 신고,수중,2017-12-01,2017-12-02,1
491,신고수리완료,2017-서귀포-46,서귀포,2017-11-25,건별 신고,수중,2017-11-26,2017-11-26,0
492,신고수리완료,2017-서귀포-45,서귀포,2017-11-18,건별 신고,수중,2017-11-19,2017-11-19,0
493,신고수리완료,2017-부산-4,부산,2017-11-17,기간제 신고,수중,2017-12-01,2017-12-31,30
494,신고수리완료,2017-서귀포-44,서귀포,2017-11-17,건별 신고,수중,2017-11-18,2017-11-18,0
495,신고수리완료,2017-서귀포-43,서귀포,2017-11-16,건별 신고,수중,2017-11-17,2017-11-17,0
496,신고수리완료,2017-서귀포-41,서귀포,2017-11-13,기간제 신고,수중,2017-11-27,2018-02-26,91
497,신고수리완료,2017-부산-3,부산,2017-11-12,건별 신고,수중,2017-11-12,2017-11-12,0
498,신고수리완료,2017-서귀포-40,서귀포,2017-11-12,건별 신고,수중,2017-11-12,2017-11-12,0
499,신고수리완료,2017-속초-21,속초,2017-11-12,기간제 신고,수중,2017-11-26,2017-12-31,35
500,신고수리완료,2017-서귀포-37,서귀포,2017-11-11,건별 신고,수중,2017-11-11,2017-11-11,0
501,신고수리완료,2017-서귀포-38,서귀포,2017-11-11,건별 신고,수중,2017-11-11,2017-11-11,0
502,신고수리완료,2017-서귀포-39,서귀포,2017-11-11,건별 신고,수중,2017-11-12,2017-11-12,0
503,신고수리완료,2017-서귀포-33,서귀포,2017-11-10,건별 신고,수중,2017-11-11,2017-11-11,0
504,신고수리완료,2017-서귀포-34,서귀포,2017-11-10,건별 신고,수중,2017-11-12,2017-11-12,0
505,신고수리완료,2017-속초-19,속초,2017-11-09,기간제 신고,수중,2017-11-25,2018-11-24,364
506,신고수리완료,2017-여수-3,여수,2017-11-08,기간제 신고,수중,2017-11-23,2018-02-22,91
507,신고수리완료,2017-부산-2,부산,2017-11-04,건별 신고,수중,2017-11-04,2017-11-05,1
508,신고수리완료,2017-서귀포-27,서귀포,2017-11-03,건별 신고,수중,2017-11-03,2017-11-03,0
509,신고수리완료,2017-포항-130,포항,2017-10-28,건별 신고,수중,2017-10-28,2017-10-28,0
510,신고수리완료,2017-서귀포-26,서귀포,2017-10-27,기간제 신고,수중,2017-11-10,2018-02-09,91
511,신고수리완료,2017-속초-18,속초,2017-10-26,기간제 신고,수중,2017-11-09,2018-02-08,91
512,신고수리완료,2017-제주-7,제주,2017-10-26,기간제 신고,수중,2017-11-09,2018-01-09,61
513,신고수리완료,2017-속초-17,속초,2017-10-25,기간제 신고,수중,2017-11-08,2017-12-31,53
514,신고수리완료,2017-속초-16,속초,2017-10-23,기간제 신고,수중,2017-11-06,2017-12-31,55
515,신고수리완료,2017-여수-2,여수,2017-10-21,기간제 신고,수중,2017-11-09,2018-02-08,91
516,신고수리완료,2017-속초-15,속초,2017-10-20,기간제 신고,수중,2017-11-03,2017-12-31,58
517,신고수리완료,2017-서귀포-25,서귀포,2017-10-19,기간제 신고,수중,2017-11-02,2018-02-02,92
518,신고수리완료,2017-속초-14,속초,2017-10-19,기간제 신고,수중,2017-11-02,2017-12-31,59
519,신고수리완료,2017-여수-1,여수,2017-10-19,기간제 신고,수중,2017-11-03,2017-12-31,58
520,신고수리완료,2017-서귀포-23,서귀포,2017-10-18,기간제 신고,수중,2017-11-01,2018-01-31,91
521,신고수리완료,2017-부산-1,부산,2017-10-16,기간제 신고,수중,2017-10-31,2017-11-30,30
522,신고수리완료,2017-서귀포-19,서귀포,2017-10-16,기간제 신고,수중,2017-10-30,2017-11-30,31
523,신고수리완료,2017-속초-12,속초,2017-10-16,기간제 신고,수중,2017-10-30,2018-01-30,92
524,신고수리완료,2017-속초-13,속초,2017-10-16,기간제 신고,수중,2017-10-30,2017-12-31,62
525,신고수리완료,2017-포항-129,포항,2017-10-14,건별 신고,수중,2017-10-14,2017-10-14,0
526,신고수리완료,2017-포항-128,포항,2017-10-11,건별 신고,수중,2017-10-11,2017-10-11,0
