발생일자,연도,시간,시간대,요일,지방청,해경서, 파출소,시·도,시·군·구,읍·면·동,상세주소,대분류,중분류,위치,대분류,세분류,위도,경도
2017-08-08,2017,17:40,오후,화요일,서해 지방청,부안,변산 파출소,전라북도,부안군,변산면,전라북도 변산면 궁항 선박이동 슬로프,항포구,궁항,,비침수,추락,35.59973333,126.4681778
2017-08-09,2017,02:30,심야,수요일,제주 지방청,서귀포,서귀포 파출소,제주특별자치도,서귀포시,서홍동,로즈마린 카폐 앞 포구,항포구,서귀포항,서부두,침수,추락,33.24200556,126.5596722
2017-08-13,2017,06:00,오전,일요일,서해 지방청,완도,마량 파출소,전라남도,강진군,마량면,해양구조협회 강진구조대 사무실 옆 선착장,항포구,마량항,선착장,침수,추락,34.44931111,126.8182611
2017-08-13,2017,16:48,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,소호동,여수시 소호요트장 ,해안가,,소호요트 주차장,침수,추락,34.73889722,127.6503417
2017-08-17,2017,21:22,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,충남 서천군 서면 홍원항 너뱅이횟집 앞 갯바위,갯바위,홍원항,너뱅이횟집,침수,추락,36.15917778,126.4988111
2017-08-19,2017,15:56,,,동해 지방청,속초,속초 파출소,강원도,고성군,문암리,고성군 문암1리 항내,항포구,문암1리 항내,,침수,추락,38.30262222,128.5483667
2017-08-22,2017,08:04,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,소호로,여수시 소호동 디오션리조트 앞 ,해안가,디오션리조트 앞,방파제,침수,추락,34.73250833,127.6464
2017-08-22,2017,19:57,오후,,남해 지방청,통영,장승포 파출소,경상남도,거제시,일운면,거제시 일운면 지세포리 선창 마을회관 앞,해안가,해안도로,선창 마을회관,침수,추락,34.83233056,128.7154083
2017-08-27,2017,08:24,오전,일요일,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,조천읍 신촌리,동동노인정 앞 포구,항포구,신촌동포구,동동노인정 앞,비침수,추락,33.53813333,126.622825
2017-08-31,2017,23:11,,,서해 지방청,여수,녹동 파출소,전라남도,고흥군,금산면,전남 고흥군 금산면 금진항 2미터 ,항포구,금진항,선착장,침수,추락,34.49008889,127.123575
2017-09-01,2017,17:10,,,중부 지방청,태안,안면 파출소,충청남도,태안군,남면,태안군 마검포항 선착장,항포구,마검포항,선착장,침수,추락,36.62252222,126.2848778
2017-09-08,2017,05:11,오전,,남해 지방청,통영,고현 파출소,경상남도,거제시,내간리,거제시 거제면 내간리 원조굴구이 앞 선착장,항포구,선착장,,침수,추락,34.84614722,128.5671306
2017-09-09,2017,04:05,,,중부 지방청,태안,안면 파출소,충청남도,태안군,고남면,충남 태안군 탄개항 인근,항포구,탄개항,,일부침수,침수,36.40609444,126.4264833
2017-09-09,2017,16:20,,,중부 지방청,태안,안면 파출소,충청남도,태안군,고남면,구매항,항포구,구매항,,일부침수,침수,36.42471111,126.4319583
2017-09-09,2017,15:00,,,중부 지방청,태안,안면 파출소,충청남도,서산시,부석면,간월암 삼거리 해변,해안가,간월암 슬립웨이,,일부침수,추락,36.60543056,126.4127028
2017-09-12,2017,17:10,,,중부 지방청,태안,안면 파출소,충청남도,태안군,고남면,충남 태안군 영목항,항포구,영목항,슬립웨이,침수,침수,36.399325,126.4266389
2017-09-16,2017,14:55,,,서해 지방청,여수,녹동 파출소,전라남도,보성군,회천면,전남 보성군 회천면 율포리 우암선착장 ,항포구,우암,선착장,침수,추락,34.66990833,127.0951167
2017-09-18,2017,14:30,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,운서동,덕교선착장,항포구,거잠포,선착장,일부침수,침수,37.42165278,126.4255333
2017-09-23,2017,15:22,,,중부 지방청,보령,대천 파출소,충청남도,보령시,웅천읍,보령시 웅천읍 무창포항 다리 인근 슬립웨이,항포구,무창포,슬립웨이,일부침수,침수,36.2486,126.538175
2017-09-30,2017,13:22,,,중부 지방청,평택,평택 파출소,충청남도,당진시,신평면,당진시 삽교방조제 함상공원 인근 갯벌,갯벌,삽교방조제,함상공원,비침수,추락,36.89256944,126.8215333
2017-09-30,2017,04:20,,,동해 지방청,속초,주문진 파출소,강원도,강릉시,주문진읍,강릉시 주문진항 위판장(항구 주차장 앞 ),항포구,주문진항,항구 주차장,침수,추락,37.89166667,128.8305556
2017-09-30,2017,08:30,,,제주 지방청,서귀포,화순 파출소,제주특별자치도,서귀포시,대정읍,서귀포시 대정읍 하모리 운진항 여객선 주차장,항포구,운진항 여객선 주차장,,침수,추락,33.20998611,126.2566361
2017-10-05,2017,07:35,오전,,남해 지방청,통영,사천 파출소,경상남도,남해군,창선면,남해군 창선면 당저2리(해창마을) 방파제 인근 ,방파제,해창마을 방파제,해창항,침수,추락,34.84043611,128.0186806
2017-10-06,2017,14:40,,,중부 지방청,평택,대산 파출소,충청남도,당진시,석문면,충남 당진시 석문면 도비도 선착장,항포구,도비도항,선착장,침수,침수,37.01821389,126.4616306
2017-10-06,2017,15:50,,,중부 지방청,보령,대천 파출소,충청남도,보령시,신흑동,보령시 대천항 여객선부두 옆 슬립웨이,항포구,대천항,여객선부두 옆 슬립웨이,일부침수,침수,36.327475,126.5138417
2017-10-07,2017,17:00,,,중부 지방청,평택,당진 파출소,충청남도,당진시,석문면,충남 당진시 석문면 용무치항,항포구,용무치항,선착장,일부침수,침수,37.03451389,126.5512417
2017-10-08,2017,21:59,,,서해 지방청,완도,마량 파출소,전라남도,완도군,약산면,완도군 약산면 가사동백숲 해변,해안가,해변,가사동백숲,침수,추락,34.37057222,126.9283944
2017-10-09,2017,16:09,,,중부 지방청,평택,대산 파출소,충청남도,당진시,석문면,충남 당진시 석문면 도비도 선착장,항포구,도비도항,선착장,침수,침수,37.01821389,126.4616306
2017-10-11,2017,10:50,,,동해 지방청,속초,속초 파출소,강원도,속초시,청호동,속초항 청초호 내 부두(설악대교 밑 신수로 입구),항포구,속초항,청초호 내 부두,침수,추락,38.20031667,128.5935917
2017-10-16,2017,09:00,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,삼산면,서검항 선착장,항포구,서검항,선착장,침수,추락,37.73080833,126.2366
2017-10-16,2017,13:15,,,중부 지방청,인천,신항만 파출소,경기도 ,시흥시,정왕동,오이도 중간선착장,항포구,시화방조제,중간선착장,비침수,침수,37.32520278,126.6550444
2017-10-19,2017,01:00,,,서해 지방청,완도,노화 파출소,전라남도,완도군,보길도,완도군 보길도 여항리 선착장 앞 ,항포구,여항리,선착장,침수,추락,34.159925,126.5937944
2017-10-21,2017,15:29,,,중부 지방청,평택,대산 파출소,충청남도,서산시,대산읍,충남 서산시 대산읍 화곡리 삼길포 여객선 선착장,항포구,삼길포항,선착장,침수,침수,37.00356389,126.4527694
2017-10-24,2017,15:25,오후,화요일,중부 지방청,인천,신항만 파출소,경기도,시흥시,정왕동,오이도 중간선착장 내,항포구,시화방조제,중간선착장,침수,침수,37.32520278,126.6550444
2017-10-30,2017,20:50,,,서해 지방청,완도,노화 파출소,전라남도,완도군,노화읍,완도군 노화읍 넙도선착장,항포구,넙도,선착장,침수,추락,34.18268333,126.4956472
2017-11-04,2017,15:20,,,중부 지방청,인천,신항만 파출소,경기도 ,시흥시,정왕동,오이도 중간선착장,항포구,시화방조제,중간선착장,침수,침수,37.32520278,126.6550444
2017-11-09,2017,18:40,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,소호9길,여수시 소호동 소제마을 앞 ,항포구,소제마을,선착장,침수,추락,34.73576389,127.6482917
2017-11-09,2017,15:51,오후,,남해 지방청,통영,장승포 파출소,경상남도,거제시,팔랑포2길,거제시 옥포동 팔랑포 방파제 끝단,방파제,팔랑포 방파제,,침수,추락,34.89882778,128.7089778
2017-11-13,2017,07:00,,,남해 지방청,울산,온산 파출소,울산광역시,울주군,서생면,울산 울주군 서생면 진하항,항포구,진하항,,일부침수,추락,35.38972222,129.3441667
2017-11-17,2017,10:43,,,중부 지방청,태안,신진 파출소,충청남도,태안군,근흥면,신진항 물량장 앞,항포구,신진항,물량장,침수,추락,36.67867778,126.1363556
2017-12-02,2017,15:55,,,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,완도군 명사 방파제,항포구,임촌항,명사십리 산책로,침수,추락,34.32498611,126.8036
2017-12-08,2017,07:45,,,중부 지방청,인천,연평 파출소,인천광역시,웅진군,연평면,인천 웅진군 연평면 당섬 외항 선착장,항포구,당섬,외항 선착장,침수,추락,37.655725,125.7129833
2017-12-09,2017,04:20,오전,,남해 지방청,통영,장승포 파출소,경상남도,거제시,능포로,거제시 능포항 방파제 ,방파제,능포항 방파제,,침수,추락,34.88503611,128.7375278
2017-12-11,2017,23:32,저녁,월요일,동해 지방청,포항,포항 파출소,경상북도,포항시,남구,송도동 포항구항 쌍용모래부두 앞,항포구,포항구항,,침수,추락,36.04957778,129.3753139
2017-12-15,2017,22:00,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,산양읍,통영시 산양읍 신전리 오대양수산 옆 하천,해안가,오대양수산 옆,,비침수,추락,34.78813056,128.4215139
2017-12-20,2017,14:25,,,중부 지방청,평택,대부 파출소,경기도,화성시,우정읍,경기도 화성시 우정읍 매항리 농섬 진입로,갯벌,농섬 진입로 갯벌,,침수,침수,37.03538611,126.7475778
2017-12-21,2017,16:43,오후,,서해 지방청,군산,새만금 파출소,전라북도,군산시,옥도면,군산시 옥도면 신시도리 신시도항 정다운슈퍼 앞 선착장,항포구,신시도항,선착장,침수,침수,35.82315556,126.4740639
2017-12-23,2017,00:39,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,길상면,강화도 황산도 레저낚시터 인근 갯벌,해안가,황산도,레저낚시터,침수,추락,37.61776389,126.5359944
2017-12-28,2017,19:26,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,산양읍,통영시 산양면 풍화리 동부마을 선착장,항포구,선착장,,침수,추락,34.82666667,128.3752778
2017-12-31,2017,13:32,,,중부 지방청,평택,대산 파출소,충청남도,서산시,대산읍,충남 서산시 대산읍 화곡리 삼길포 여객선 선착장,항포구,삼길포항,선착장,침수,침수,37.00356389,126.4527694
2018-01-08,2018,04:09,심야,,남해 지방청,통영,통영 파출소,경상남도,통영시,산양읍,통영시 산양읍 답하마을 입구 하천,항포구,선착장,,침수,추락,34.7883,128.4215361
2018-01-10,2018,10:40,,,동해 지방청,속초,대포 파출소,강원도,양양군,손양면,양양군 손양면 오산길 16-24(쏠비치 앞 방파제),항포구,,쏠비치 앞 방파제,침수,추락,38.09044444,128.6659417
2018-01-13,2018,15:19,,,중부 지방청,태안,안면 파출소,충청남도,태안군,남면,충남 태안군 남면 당암리(서해안 횟집 뒤편),해안가,당암리,,침수,추락,36.61905556,126.3538556
2018-01-14,2018,13:54,,,서해 지방청,여수,녹동 파출소,전라남도,고흥군,도양읍,고흥군 도양읍 녹동여객선 터미널,항포구,녹동항,녹동 여객선터미널,침수,추락,34.52306111,127.1436056
2018-01-17,2018,23:27,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,길상면,경찰수련원 인근,해안가,강화도,경찰수련원,비침수,추락,37.62476111,126.5341417
2018-01-22,2018,08:06,오전,월요일,제주 지방청,서귀포,화순 파출소,제주특별자치도,서귀포시,대정읍,서귀포시 대정읍 운진항,항포구,운진항,운진항 여객선 주차장,침수,추락,33.20957778,126.2582222
2018-01-24,2018,01:05,심야,,남해 지방청,통영,장승포 파출소,경상남도,거제시,장승포동,거제시 장승포동 장승포 5구 하얀등대횟집 앞,해안가,해안도로,하얀등대횟집 앞,침수,추락,34.86221389,128.7259972
2018-01-26,2018,09:52,,일요일,남해 지방청,부산,송정파출소,부산광역시,해운대구,송정동,송정 죽도공원 화장실 앞 슬립웨이,해안가,죽도공원,죽동공원 경사로,비침수,추락,35.18016111,129.2050139
2018-01-31,2018,10:40,오전,,서해 지방청,군산,해망 파출소,전라북도,군산시,소룡동,군산 소룡동 소재 소룡대행신고소 앞 ,항포구,선착장,,침수,추락,35.98754722,126.6948139
2018-02-02,2018,03:00,,,남해 지방청,울산,방어진 파출소,울산광역시,동구,일산동,울산 동구 일산항 활어시장 앞,항포구,일산항 활어시장,,침수,추락,35.50025,129.4346944
2018-02-04,2018,21:44,저녁,일요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,서해어업관리단 전용부두 정문 왼쪽 약 5m,항포구,전용부두,,침수,추락,34.79488056,126.3549833
2018-02-04,2018,13:26,,,서해 지방청,완도,마량 파출소,전라남도,강진군,마량면,강진군 마량항,항포구,마량항,,침수,추락,34.44900833,126.821575
2018-02-07,2018,12:28,오후,수요일,서해 지방청,목포,신안 파출소,전라남도,신안군,도초면,이곡리 선착장,항포구,이곡리,조진리 선착장,침수,추락,34.70118611,126.0135417
2018-02-13,2018,10:58,,,남해 지방청,울산,기장 파출소,부산광역시,기장군,장안읍,기장 임랑항 방파제 앞 20m 해상,해안가,임랑항,방파제 앞,침수,추락,35.3154,129.2624278
2018-02-14,2018,18:15,저녁,수요일,서해 지방청,목포,서산 파출소,전라남도,신안군,하의면,새구미선착장 앞 인근,항포구,새구미,선착장,침수,추락,34.58812222,126.0208667
2018-03-02,2018,17:14,,,중부 지방청,평택,안산 파출소,경기도,안산시,구봉도,경기도 안산시 소재 구봉도 낙조전망대 인근 해안가,해안가,낙조전망대,,침수,침수,37.28583333,126.5391667
2018-03-04,2018,07:10,,,서해 지방청,완도,마량 파출소,전라남도,완도군,금일읍,완도군 금일읍 일정항,항포구,일정항,슬립웨이,침수,추락,34.36127778,126.9891583
2018-03-04,2018,23:00,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,사등면,거제시 사등면 모래실 사곡교회 앞 물량장,방파제,사곡교회 물량장,,침수,추락,34.90497222,128.5752222
2018-03-14,2018,17:48,,,제주 지방청,서귀포,성산 파출소,제주특별자치도,서귀포시,성산읍,서귀포시 성산읍 시흥하동로 112,항포구,시흥리 어촌계,,비침수,추락,33.479425,126.9094639
2018-03-16,2018,03:03,,,중부 지방청,평택,대산 파출소,충청남도,서산시,대산읍,서산시 대산읍 삼길포항 유람선 슬립웨이 선착장,항포구,삼길포항,선착장,침수,추락,37.00468889,126.4524028
2018-03-16,2018,02:58,,,중부 지방청,평택,평택 파출소,충청남도,당진시,송악읍,충남 당진시 송악읍 안섬포구 슬립웨이,항포구,경사로,,일부침수,추락,36.98691667,126.7388083
2018-03-17,2018,22:00,오후,,서해 지방청,군산,새만금 파출소,전라북도,군산시,옥도면,군산시 옥도면 신치항 선착장,항포구,신치항,선착장,침수,추락,35.82315556,126.4740639
2018-03-19,2018,09:15,,,남해 지방청,창원,진해 파출소,경상남도,창원시,진해구,명동항~삼포항 도로변 낭떠러지,해안가,도로,해안도로,일부침수,추락,35.09471111,128.7266722
2018-03-20,2018,02:13,,,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,완도군 신지도 선착장,항포구,신지도,선착장,침수,추락,34.33360278,126.8059833
2018-03-21,2018,13:33,,,동해 지방청,포항,호미곶 파출소,경상북도,포항시,남구,포항시 남구 동해면 입암리 머메이드 레스토랑 옆,해안가,올레길,머메이드 레스토랑 옆,비침수,추락,36.00908889,129.4692083
2018-03-30,2018,10:11,,,서해 지방청,완도,마량 파출소,전라남도,강진군,대구면,강진군 대구면 저두항 방파제,항포구,저두항,방파제,침수,추락,34.53543056,126.7902306
2018-04-01,2018,03:11,,,동해 지방청,포항,포항 파출소,경상북도,포항시,남구,포항 죽도시장 건너편 세잔베르체 앞,해안가,,,침수,추락,36.03575,129.3709083
2018-04-03,2018,06:40,,,중부 지방청,태안,신진 파출소,충청남도,태안군,근흥면,충남 태안군 연포 선착장,항포구,연포 선착장,선착장,침수,추락,36.68935278,126.2092444
2018-04-04,2018,20:00,,,중부 지방청,인천,연평 파출소,인천광역시,옹진군,연평면,소연평도 동측방파제 앞 ,방파제,소연평도,동측,침수,추락,37.61416667,125.7094444
2018-04-04,2018,14:30,,,동해 지방청,속초,속초 파출소,강원도,속초시,장사동,장사항 부두 활어센터,항포구,장사항,활어회센터,침수,추락,38.22596111,128.5888222
2018-04-10,2018,12:03,,,중부 지방청,보령,대천 파출소,충청남도,보령시,신흑동,대천항 여객선 터미널 물량장 앞 ,항포구,대천항,물량장,침수,추락,36.32752222,126.5124306
2018-04-10,2018,13:21,오후,화요일,서해 지방청,목포,서산 파출소,전라남도,목포시,해안로,인도양횟집 앞 ,해안가,,,침수,추락,34.78076389,126.3696
2018-04-12,2018,10:12,오전,목요일,서해 지방청,완도,완도 파출소,전라남도,완도군,청산면,도청항,항포구,,,침수,추락,34.18111111,126.8538889
2018-04-12,2018,10:10,,,서해 지방청,완도,완도 파출소,전라남도,완도군,청산면,청산면 도청항 슬로프(경사도),항포구,선착장,,침수,추락,34.18111111,126.8538889
2018-04-13,2018,21:23,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,운서동,영종도 삼목선착장 앞 갯벌,항포구,삼목,선착장,침수,추락,37.49984167,126.4524583
2018-04-14,2018,02:19,,,서해 지방청,여수,나로도 파출소,전라남도,고흥군,남양면,고흥군 남양면 월정리 선착장,항포구,월정리,선착장,침수,추락,34.75169722,127.3889222
2018-04-26,2018,12:22,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,홍원 마리나항 슬립웨이,항포구,마량항 슬립웨이,,침수,추락,36.15951111,126.50665
2018-05-10,2018,16:08,오후,,남해 지방청,통영,노량 파출소,경상남도,남해군,고현면,남해군 고현면 갈화리 방파제 앞 ,항포구,방파제,선착장,침수,추락,34.89884167,127.8404667
2018-05-12,2018,23:11,,,동해 지방청,속초,속초 파출소,강원도,속초시,청호동,속초항 부두(청호동 이바이마을 앞 ),해안가,속초항,설악대교 밑,침수,추락,38.20541111,128.5945167
2018-05-14,2018,10:00,오전,,남해 지방청,통영,노량 파출소,경상남도,하동군,금남면,하동군 금남면 노량 해안마을 낚시광장,해안가,해안도로,동살낚시광장,침수,추락,34.95022222,127.882125
2018-05-15,2018,05:15,오후,,남해 지방청,통영,사천 파출소,경상남도,사천시,팔포3길,사천시 서금동 팔포 세종1호(사랑도 여객선 터미널),항포구,팔포 여객선 터미날,슬립웨이,침수,추락,34.92564167,128.0792667
2018-05-19,2018,06:20,오전,토요일,서해 지방청,목포,북항 파출소,전라남도,신안군,압해읍,압해읍 대천리 631-1,해안가,,선착장,일부침수,추락,34.87270833,126.2700556
2018-05-20,2018,21:48,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,산양읍,통영시 산양읍 남평리 한산도수산 앞 ,항포구,한산도수산,,침수,추락,34.81738333,128.3873222
2018-05-31,2018,22:16,,,남해 지방청,통영,고현 파출소,,거제시,장목면,거제시 장목면 관포길 23번지,항포구,관포항,관포리 입구 선착장,침수,추락,34.99214167,128.6944361
2018-06-01,2018,18:36,,,중부 지방청,태안,안면 파출소,충청남도,서산시,간월도,충남 서산시 간월도 선착장,항포구,간월도,선착장,침수,추락,36.60625833,126.4109944
2018-06-02,2018,20:58,,,서해 지방청,완도,마량 파출소,전라남도,강진군,대구면,강진군 대구면 구수리 남호리 선착장,항포구,남호리,선착장,침수,추락,34.48313056,126.7970583
2018-06-18,2018,19:02,,,남해 지방청,울산,진하 파출소,울산광역시,울주군,서생면,울산 신리항 앞,항포구,신리항,,침수,추락,35.34266667,129.3192778
2018-06-25,2018,20:45,,,남해 지방청,울산,기장 파출소,부산광역시,기장군,기장읍,부산 기장군 기장읍 죽성리 두호항 ,항포구,두호항,선착장 크레인 부근,침수,추락,35.24252778,129.2466667
2018-07-06,2018,10:02,,,중부 지방청,태안,신진 파출소,충청남도,태안군,근흥면,신진항 내 여객선 선착장,항포구,신진항,선착장,침수,추락,36.68150833,126.1343361
2018-07-11,2018,17:13,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,풍화리 982-2,통영시 산양읍 풍화리 982-2,해안가,해안도로,,침수,추락,34.83247222,128.3557833
2018-07-14,2018,13:00,,,남해 지방청,창원,진해 파출소,경상남도,창원시,진해구,창원시 진해구 수치항,항포구,수치항,수치항 슬립웨이,침수,추락,35.10499444,128.702775
2018-07-15,2018,16:29,,,중부 지방청,평택,안산 파출소,경기도,안산시,대부북동,경기 안산시 단원구 대부황금로 방아머리선착장,항포구,방아머리,선착장,일부침수,침수,37.29639444,126.5742639
2018-07-15,2018,03:55,,,중부 지방청,보령,홍성 파출소,충청남도,홍성군,서부면,충남 홍성군 서부면 궁리항 선착장,항포구,궁리항,선착장,침수,추락,36.58831111,126.4577278
2018-07-18,2018,23:41,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,소호동,여수시 소호동 송소방파제(송소횟집) 앞 ,방파제,송소,방파제,침수,추락,34.72666667,127.6410333
2018-07-21,2018,19:34,오후,,남해 지방청,통영,고성 파출소,경상남도,고성군,회화면,고성군 회화면 보전리 마동호 방조제 앞,해안가,마동호 방조제,,침수,추락,35.03615278,128.3816972
2018-07-28,2018,04:10,,,서해 지방청,부안,변산 파출소,전라북도,부안군,변산면,전북 부안군 변산면 소재 격포항 수협활어 위판장 앞,항포구,격포항,위판장,침수,추락,35.62248056,126.4695806
2018-07-29,2018,15:18,,,중부 지방청,평택,안산 파출소,경기도,안산시,대부북동,경기 안산시 단원구 대부황금로 방아머리선착장,항포구,방아머리,선착장,일부침수,침수,37.29639444,126.5742639
2018-07-31,2018,15:57,,,서해 지방청,목포,진도 파출소,전라남도,진도군,군내면,진도군 군내면 신동리 신동선착장,항포구,신동,선착장,침수,추락,34.55468889,126.3058167
2018-08-07,2018,20:31,저녁,화요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,목포시 고하대로 1131(지중해 카페 앞 ),해안가,,,비침수,추락,34.84013889,126.3998361
2018-08-20,2018,18:50,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,사등면,"거제시 사등면 성포로 3길 12, 활어횟집",해안가,해안도로,,침수,추락,34.92251389,128.5255167
2018-08-23,2018,13:51,오후,목요일,남해 지방청,울산,강동 파출소,울산광역시,북구,정자7길,울산 정자항 팔각정 횟집 앞 15~20m ,항포구,정자항,,침수,추락,35.61653611,129.4494167
2018-08-25,2018,07:01,,,서해 지방청,여수,광양 파출소,전라남도,여수시,묘도,여수시 묘도 온동포구 옆 기름머리 선착장(묘도해산물),항포구,선착장,,침수,추락,34.88785278,127.7461
2018-08-26,2018,17:13,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,홍원 안강망 부두 슬립웨이,항포구,홍원항 안강망 슬립웨이,,침수,추락,36.15786111,126.5035111
2018-09-02,2018,04:06,심야,일요일,서해 지방청,부안,변산 파출소,전라북도,부안군,변산면,전라북도 부안군 변산면 격포항 소형선박 계류장 앞,항포구,격포항,어선부두,침수,추락,35.62310556,126.4694333
2018-09-03,2018,11:37,오전,월요일,서해 지방청,여수,광양 파출소,전라남도,광양시,컨부두로,다목적부두 3-2선석,항포구,,,침수,추락,34.88452222,127.6393861
2018-09-04,2018,17:50,오후,화요일,서해 지방청,완도,마량 파출소,전라남도,완도군,금일읍,신구항 선착장,항포구,신구항,선착장,침수,추락,34.33808333,127.0287667
2018-09-04,2018,17:30,,,제주 지방청,서귀포,서귀포 파출소,제주특별자치도,서귀포시,대포로,서귀포시 대포로 172-7(대포동 어촌계잠수 탈의장),항포구,대포동 어촌계,,침수,추락,33.23828611,126.439175
2018-09-06,2018,16:37,,,서해 지방청,완도,마량 파출소,전라남도,완도군,생일면,완도군 생일도 금곡리 금곡항내,항포구,금곡항,슬립웨이,침수,추락,34.319875,126.9596194
2018-09-06,2018,20:14,오후,,남해 지방청,통영,사천 파출소,경상남도,사천시,늑도동,삼천포 늑도 방파제 ,항포구,방파제,슬립웨이,침수,추락,34.92361111,128.0405556
2018-09-07,2018,11:00,오전,금요일,서해 지방청,여수,봉산 파출소,전라남도,여수시,어항단지로,소경도 선착장,항포구,소경도,선착장,침수,추락,34.7099,127.7070639
2018-09-09,2018,15:35,,,중부 지방청,평택,대부 파출소,경기도,안산시,단원구,경기도 안산시 단원구 탄도항 슬립웨이,항포구,탄도항,슬립웨이,침수,침수,37.19174444,126.6466444
2018-09-10,2018,14:48,,,중부 지방청,평택,대산 파출소,충청남도,당진시,석문면,충남 서산시 대산읍 도비도 인근,항포구,도비도항,선착장,일부침수,침수,37.01821111,126.4616222
2018-09-10,2018,15:37,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,산양읍,통영시 산양읍 영운리 선착장,항포구,선착장,,침수,추락,34.80411389,128.4321917
2018-09-12,2018,03:20,,,제주 지방청,제주,추자 파출소,제주특별자치도,제주시,추자면,추자면 신양리 쌍림파크 앞 해안가,해안가,,,비침수,추락,33.94088889,126.3165833
2018-09-14,2018,22:18,저녁,금요일,동해 지방청,포항,영일만 파출소,경상북도,포항시,북구,포항시 북구 송라면 조사리 소재 대행신고서 앞,항포구,해안가,항내,침수,추락,36.22204722,129.3859028
2018-09-16,2018,14:07,,,서해 지방청,완도,마량 파출소,전라남도,강진군,칠량면,강진군 칠량면 봉황마을 선착장 끝단,항포구,봉황항,선착장,침수,추락,34.55426389,126.7897778
2018-09-18,2018,17:29,,,서해 지방청,여수,녹동 파출소,전라남도,고흥군,도양읍,고흥군 도양읍 녹동신항 평화페리호 여객선 선착장 앞,항포구,녹동신항,여객선슬립웨이,침수,추락,34.52334167,127.1434944
2018-09-22,2018,14:30,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,홍원 마리나항 부두 슬립웨이,항포구,,,,추락,36.15951111,126.50665
2018-09-25,2018,14:12,,,중부 지방청,인천,영흥 파출소,인천광역시,옹진군,영흥면,인천 영흥면 내리 진두선착장,항포구,진두항,선착장,비침수,침수,37.25464167,126.4988389
2018-09-25,2018,11:56,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,덕교동,인천 중구 덕교동 잠진선착장 및 갯벌,항포구,잠진도,선착장,침수,추락,37.41684722,126.4151
2018-10-02,2018,23:19,오후,,남해 지방청,통영,사천 파출소,경상남도,남해군,창선면,남해군 창선면 가인리 방파제 앞 ,항포구,가인항,선착장,침수,추락,34.88368889,128.0501889
2018-10-09,2018,14:16,,,중부 지방청,태안,학암포 파출소,충청남도,서산시,대산읍,웅도에서 조도사이,해안가,웅도와조도사이,,침수,추락,36.92705833,126.3898528
2018-10-13,2018,15:40,,,중부 지방청,태안,안면 파출소,충청남도,태안군,고남면,태안군 고남면 구매항 선착장,항포구,구매항,선착장,일부침수,침수,36.42467778,126.4318389
2018-10-16,2018,10:33,오전,,서해 지방청,군산,해망 파출소,전라북도,군산시,해망동,해망 도선장,항포구,해망 도선장,,침수,추락,35.993475,126.70915
2018-10-17,2018,18:20,,,중부 지방청,평택,당진 파출소,충청남도,당진시,석문면,충남 당진시 왜목마을 선착장,항포구,왜목마을,선착장,침수,추락,37.04829444,126.5276028
2018-10-20,2018,18:18,,,중부 지방청,보령,장항 파출소,충청남도,서천군,마서면,충남 서천군 마서면 소재 목섬,해안가,무인도서,아목섬,비침수,침수,36.06430833,126.6317694
2018-10-21,2018,12:58,,,중부 지방청,평택,안산 파출소,경기도,안산시,대부북동,경기 안산시 단원구 대부황금로 방아머리선착장,항포구,방아머리,선착장,비침수,침수,37.29639444,126.5742639
2018-10-21,2018,16:41,,,서해 지방청,완도,마량 파출소,전라남도,완도군,약산면,완도군 약산면 득암항 안 서쪽 방파제,방파제,득암항,슬립웨이,침수,추락,34.36078333,126.891775
2018-10-21,2018,06:52,오전,일요일,남해 지방청,울산,방어진 파출소,울산광역시,동구,중진2길,수협위판장 앞 ,항포구,방어진항,수협위판장,침수,추락,35.48373056,129.43065
2018-10-24,2018,16:49,오후,수요일,중부 지방청,인천,영흥 파출소,인천광역시,옹진군,덕적면,소야도 선착장 인근 방파제 앞 ,방파제,소야도,선착장,침수,추락,37.22416667,126.1605833
